time,gFx,gFy,gFz,TgF
75.780000,-0.0684,0.9849,-0.0572,0.956
75.788000,-0.0733,0.9810,-0.0611,0.953
75.796000,-0.0733,0.9810,-0.0514,0.952
75.810000,-0.0792,0.9820,-0.0621,0.955
75.819000,-0.0772,0.9733,-0.0583,0.946
75.832000,-0.0733,0.9810,-0.0621,0.953
75.836000,-0.0713,0.9781,-0.0611,0.950
75.846000,-0.0772,0.9840,-0.0494,0.956
75.859000,-0.0674,0.9820,-0.0494,0.952
75.867000,-0.0752,0.9889,-0.0543,0.960
75.877000,-0.0782,0.9761,-0.0611,0.949
75.886000,-0.0772,0.9791,-0.0700,0.952
75.899000,-0.0762,0.9781,-0.0523,0.950
75.907000,-0.0674,0.9781,-0.0534,0.949
75.916000,-0.0636,0.9859,-0.0583,0.956
75.926000,-0.0664,0.9849,-0.0553,0.955
75.936000,-0.0733,0.9752,-0.0553,0.947
75.946000,-0.0762,0.9810,-0.0553,0.953
75.958000,-0.0841,0.9849,-0.0632,0.959
75.966000,-0.0792,0.9801,-0.0641,0.953
75.978000,-0.0821,0.9810,-0.0651,0.955
75.986000,-0.0743,0.9849,-0.0592,0.957
75.996000,-0.0743,0.9791,-0.0465,0.950
76.013000,-0.0694,0.9840,-0.0562,0.955
76.018000,-0.0792,0.9791,-0.0719,0.953
76.026000,-0.0752,0.9781,-0.0534,0.950
76.040000,-0.0899,0.9781,-0.0611,0.953
76.046000,-0.0890,0.9733,-0.0641,0.948
76.057000,-0.0821,0.9752,-0.0651,0.949
76.066000,-0.0723,0.9733,-0.0660,0.946
76.077000,-0.0626,0.9791,-0.0514,0.949
76.089000,-0.0615,0.9840,-0.0621,0.954
76.096000,-0.0772,0.9830,-0.0690,0.956
76.112000,-0.0792,0.9840,-0.0592,0.957
76.121000,-0.0743,0.9820,-0.0621,0.954
76.126000,-0.0782,0.9781,-0.0700,0.951
76.139000,-0.0762,0.9781,-0.0602,0.950
76.146000,-0.0733,0.9791,-0.0621,0.951
76.157000,-0.0713,0.9810,-0.0572,0.952
76.166000,-0.0655,0.9820,-0.0523,0.952
76.176000,-0.0655,0.9810,-0.0514,0.951
76.188000,-0.0733,0.9810,-0.0583,0.953
76.196000,-0.0723,0.9820,-0.0592,0.954
76.209000,-0.0713,0.9810,-0.0641,0.953
76.219000,-0.0645,0.9791,-0.0611,0.950
76.230000,-0.0762,0.9771,-0.0592,0.949
76.241000,-0.0713,0.9820,-0.0406,0.952
76.246000,-0.0723,0.9781,-0.0474,0.949
76.256000,-0.0664,0.9840,-0.0387,0.953
76.266000,-0.0694,0.9791,-0.0465,0.949
76.279000,-0.0752,0.9830,-0.0465,0.954
76.288000,-0.0733,0.9801,-0.0562,0.952
76.296000,-0.0723,0.9820,-0.0562,0.953
76.310000,-0.0723,0.9830,-0.0534,0.954
76.323000,-0.0762,0.9820,-0.0632,0.955
76.326000,-0.0733,0.9849,-0.0621,0.957
76.337000,-0.0674,0.9830,-0.0621,0.954
76.346000,-0.0723,0.9830,-0.0583,0.954
76.356000,-0.0713,0.9840,-0.0446,0.954
76.369000,-0.0684,0.9830,-0.0523,0.953
76.376000,-0.0694,0.9791,-0.0572,0.950
76.387000,-0.0752,0.9771,-0.0562,0.949
76.396000,-0.0723,0.9781,-0.0641,0.950
76.406000,-0.0743,0.9791,-0.0602,0.951
76.425000,-0.0713,0.9810,-0.0611,0.953
76.431000,-0.0694,0.9761,-0.0543,0.947
76.440000,-0.0713,0.9771,-0.0562,0.948
76.450000,-0.0752,0.9830,-0.0592,0.955
76.456000,-0.0733,0.9801,-0.0660,0.952
76.468000,-0.0636,0.9791,-0.0534,0.949
76.476000,-0.0743,0.9791,-0.0602,0.951
76.489000,-0.0752,0.9830,-0.0641,0.955
76.498000,-0.0782,0.9801,-0.0651,0.953
76.514000,-0.0801,0.9830,-0.0553,0.955
76.516000,-0.0831,0.9791,-0.0592,0.952
76.526000,-0.0723,0.9801,-0.0572,0.952
76.536000,-0.0792,0.9801,-0.0504,0.952
76.546000,-0.0694,0.9801,-0.0621,0.951
76.558000,-0.0743,0.9849,-0.0494,0.956
76.566000,-0.0752,0.9771,-0.0523,0.949
76.576000,-0.0704,0.9840,-0.0572,0.955
76.586000,-0.0723,0.9849,-0.0543,0.956
76.602000,-0.0762,0.9781,-0.0543,0.950
76.606000,-0.0752,0.9830,-0.0543,0.955
76.616000,-0.0674,0.9801,-0.0534,0.951
76.628000,-0.0772,0.9801,-0.0632,0.953
76.636000,-0.0704,0.9801,-0.0523,0.951
76.647000,-0.0674,0.9771,-0.0543,0.948
76.656000,-0.0655,0.9840,-0.0534,0.954
76.669000,-0.0723,0.9810,-0.0611,0.953
76.682000,-0.0762,0.9791,-0.0592,0.951
76.686000,-0.0762,0.9810,-0.0562,0.953
76.698000,-0.0762,0.9869,-0.0504,0.958
76.706000,-0.0801,0.9791,-0.0602,0.952
76.718000,-0.0733,0.9791,-0.0680,0.952
76.729000,-0.0801,0.9810,-0.0553,0.954
76.736000,-0.0723,0.9752,-0.0583,0.947
76.746000,-0.0704,0.9820,-0.0562,0.953
76.756000,-0.0606,0.9830,-0.0504,0.952
76.766000,-0.0733,0.9801,-0.0562,0.952
76.778000,-0.0762,0.9801,-0.0583,0.952
76.786000,-0.0743,0.9801,-0.0562,0.952
76.796000,-0.0694,0.9820,-0.0543,0.953
76.806000,-0.0655,0.9810,-0.0494,0.951
76.819000,-0.0704,0.9830,-0.0562,0.954
76.829000,-0.0723,0.9810,-0.0494,0.952
76.836000,-0.0694,0.9801,-0.0611,0.951
76.851000,-0.0636,0.9781,-0.0474,0.948
76.860000,-0.0704,0.9869,-0.0602,0.958
76.867000,-0.0694,0.9791,-0.0543,0.950
76.878000,-0.0792,0.9752,-0.0632,0.948
76.886000,-0.0704,0.9859,-0.0621,0.957
76.896000,-0.0762,0.9830,-0.0602,0.955
76.917000,-0.0713,0.9801,-0.0602,0.952
76.926000,-0.0782,0.9801,-0.0651,0.953
76.926000,-0.0792,0.9791,-0.0543,0.951
76.936000,-0.0723,0.9820,-0.0621,0.954
76.949000,-0.0704,0.9830,-0.0572,0.954
76.958000,-0.0645,0.9820,-0.0562,0.952
76.966000,-0.0704,0.9781,-0.0523,0.949
76.977000,-0.0713,0.9742,-0.0543,0.945
76.986000,-0.0704,0.9771,-0.0632,0.949
76.996000,-0.0704,0.9849,-0.0651,0.957
77.014000,-0.0811,0.9781,-0.0690,0.952
77.017000,-0.0733,0.9771,-0.0680,0.950
77.028000,-0.0792,0.9820,-0.0534,0.954
77.039000,-0.0694,0.9840,-0.0583,0.955
77.046000,-0.0684,0.9781,-0.0543,0.949
77.057000,-0.0723,0.9859,-0.0514,0.957
77.066000,-0.0743,0.9840,-0.0583,0.956
77.076000,-0.0772,0.9771,-0.0602,0.950
77.088000,-0.0831,0.9752,-0.0602,0.949
77.096000,-0.0782,0.9810,-0.0651,0.954
77.112000,-0.0841,0.9830,-0.0592,0.956
77.121000,-0.0664,0.9801,-0.0602,0.951
77.128000,-0.0645,0.9771,-0.0572,0.947
77.138000,-0.0694,0.9810,-0.0523,0.952
77.146000,-0.0723,0.9791,-0.0572,0.951
77.158000,-0.0752,0.9752,-0.0534,0.947
77.166000,-0.0694,0.9801,-0.0562,0.951
77.176000,-0.0733,0.9791,-0.0583,0.951
77.187000,-0.0723,0.9781,-0.0680,0.950
77.196000,-0.0733,0.9840,-0.0709,0.957
77.209000,-0.0792,0.9801,-0.0611,0.953
77.217000,-0.0684,0.9712,-0.0543,0.942
77.226000,-0.0733,0.9820,-0.0572,0.954
77.239000,-0.0743,0.9752,-0.0632,0.947
77.246000,-0.0713,0.9761,-0.0514,0.947
77.256000,-0.0694,0.9830,-0.0562,0.954
77.271000,-0.0733,0.9810,-0.0583,0.953
77.278000,-0.0733,0.9771,-0.0572,0.949
77.289000,-0.0752,0.9810,-0.0562,0.953
77.296000,-0.0694,0.9801,-0.0543,0.951
77.306000,-0.0684,0.9752,-0.0474,0.945
77.329000,-0.0636,0.9801,-0.0397,0.949
77.331000,-0.0752,0.9801,-0.0583,0.952
77.340000,-0.0762,0.9820,-0.0543,0.954
77.346000,-0.0752,0.9820,-0.0523,0.954
77.356000,-0.0772,0.9791,-0.0592,0.951
77.371000,-0.0811,0.9742,-0.0611,0.947
77.376000,-0.0792,0.9830,-0.0602,0.956
77.386000,-0.0713,0.9733,-0.0583,0.945
77.396000,-0.0713,0.9781,-0.0543,0.949
77.411000,-0.0723,0.9810,-0.0523,0.952
77.419000,-0.0664,0.9801,-0.0611,0.951
77.426000,-0.0655,0.9781,-0.0660,0.949
77.436000,-0.0831,0.9771,-0.0553,0.950
77.453000,-0.0694,0.9791,-0.0543,0.950
77.467000,-0.0684,0.9801,-0.0553,0.951
77.468000,-0.0674,0.9781,-0.0592,0.949
77.480000,-0.0645,0.9830,-0.0543,0.953
77.486000,-0.0694,0.9781,-0.0523,0.949
77.498000,-0.0723,0.9791,-0.0602,0.951
77.506000,-0.0674,0.9791,-0.0436,0.949
77.521000,-0.0694,0.9801,-0.0494,0.951
77.531000,-0.0664,0.9849,-0.0523,0.955
77.537000,-0.0664,0.9810,-0.0504,0.951
77.548000,-0.0694,0.9712,-0.0534,0.942
77.556000,-0.0743,0.9761,-0.0611,0.948
77.566000,-0.0762,0.9752,-0.0562,0.947
77.576000,-0.0772,0.9801,-0.0562,0.952
77.586000,-0.0664,0.9781,-0.0553,0.949
77.596000,-0.0674,0.9840,-0.0602,0.955
77.611000,-0.0655,0.9801,-0.0494,0.950
77.620000,-0.0674,0.9820,-0.0534,0.952
77.626000,-0.0704,0.9810,-0.0572,0.952
77.637000,-0.0684,0.9830,-0.0583,0.954
77.646000,-0.0713,0.9840,-0.0592,0.955
77.658000,-0.0684,0.9791,-0.0583,0.950
77.667000,-0.0792,0.9791,-0.0602,0.952
77.676000,-0.0704,0.9791,-0.0523,0.950
77.686000,-0.0792,0.9810,-0.0602,0.954
77.701000,-0.0674,0.9752,-0.0485,0.945
77.706000,-0.0606,0.9849,-0.0474,0.954
77.716000,-0.0615,0.9791,-0.0534,0.949
77.729000,-0.0626,0.9801,-0.0523,0.950
77.738000,-0.0664,0.9781,-0.0592,0.949
77.748000,-0.0626,0.9801,-0.0583,0.950
77.756000,-0.0694,0.9752,-0.0592,0.946
77.766000,-0.0577,0.9801,-0.0514,0.949
77.779000,-0.0587,0.9820,-0.0602,0.952
77.786000,-0.0733,0.9761,-0.0514,0.947
77.798000,-0.0645,0.9781,-0.0474,0.948
77.806000,-0.0743,0.9830,-0.0651,0.955
77.820000,-0.0674,0.9771,-0.0583,0.948
77.829000,-0.0596,0.9771,-0.0523,0.946
77.836000,-0.0674,0.9859,-0.0572,0.957
77.849000,-0.0694,0.9771,-0.0611,0.948
77.858000,-0.0704,0.9830,-0.0543,0.954
77.866000,-0.0655,0.9801,-0.0494,0.950
77.876000,-0.0684,0.9801,-0.0621,0.951
77.886000,-0.0743,0.9810,-0.0562,0.953
77.896000,-0.0694,0.9761,-0.0523,0.947
77.918000,-0.0655,0.9801,-0.0534,0.950
77.920000,-0.0684,0.9830,-0.0572,0.954
77.931000,-0.0704,0.9791,-0.0592,0.950
77.936000,-0.0743,0.9801,-0.0572,0.952
77.947000,-0.0655,0.9840,-0.0611,0.955
77.960000,-0.0615,0.9810,-0.0465,0.950
77.966000,-0.0645,0.9840,-0.0602,0.954
77.977000,-0.0636,0.9869,-0.0514,0.957
77.986000,-0.0704,0.9810,-0.0592,0.952
77.996000,-0.0733,0.9781,-0.0562,0.950
78.014000,-0.0752,0.9820,-0.0562,0.954
78.030000,-0.0713,0.9840,-0.0621,0.956
78.032000,-0.0674,0.9742,-0.0485,0.944
78.037000,-0.0713,0.9820,-0.0474,0.953
78.046000,-0.0655,0.9791,-0.0543,0.949
78.058000,-0.0713,0.9781,-0.0592,0.950
78.066000,-0.0694,0.9810,-0.0553,0.952
78.076000,-0.0636,0.9801,-0.0592,0.950
78.092000,-0.0664,0.9742,-0.0494,0.944
78.100000,-0.0704,0.9742,-0.0543,0.945
78.112000,-0.0674,0.9830,-0.0592,0.954
78.116000,-0.0704,0.9820,-0.0602,0.953
78.132000,-0.0713,0.9791,-0.0562,0.950
78.139000,-0.0684,0.9771,-0.0592,0.948
78.146000,-0.0684,0.9840,-0.0611,0.955
78.156000,-0.0694,0.9859,-0.0514,0.956
78.166000,-0.0655,0.9810,-0.0553,0.951
78.176000,-0.0684,0.9781,-0.0553,0.949
78.187000,-0.0694,0.9830,-0.0611,0.954
78.196000,-0.0704,0.9791,-0.0553,0.950
78.210000,-0.0723,0.9781,-0.0514,0.949
78.216000,-0.0606,0.9820,-0.0534,0.951
78.226000,-0.0743,0.9761,-0.0553,0.948
78.240000,-0.0615,0.9810,-0.0494,0.950
78.246000,-0.0684,0.9801,-0.0543,0.951
78.256000,-0.0694,0.9791,-0.0572,0.950
78.269000,-0.0733,0.9830,-0.0602,0.955
78.276000,-0.0655,0.9810,-0.0553,0.951
78.289000,-0.0655,0.9840,-0.0621,0.955
78.296000,-0.0743,0.9810,-0.0592,0.953
78.310000,-0.0704,0.9771,-0.0572,0.948
78.326000,-0.0694,0.9801,-0.0543,0.951
78.328000,-0.0752,0.9771,-0.0553,0.949
78.338000,-0.0713,0.9859,-0.0583,0.957
78.346000,-0.0704,0.9771,-0.0641,0.949
78.358000,-0.0655,0.9859,-0.0504,0.956
78.369000,-0.0752,0.9791,-0.0523,0.951
78.376000,-0.0645,0.9801,-0.0583,0.950
78.386000,-0.0684,0.9810,-0.0641,0.952
78.396000,-0.0674,0.9859,-0.0534,0.956
78.406000,-0.0636,0.9830,-0.0553,0.953
78.434000,-0.0723,0.9801,-0.0543,0.951
78.435000,-0.0743,0.9830,-0.0514,0.954
78.437000,-0.0733,0.9781,-0.0485,0.949
78.447000,-0.0713,0.9771,-0.0494,0.948
78.456000,-0.0762,0.9791,-0.0553,0.951
78.467000,-0.0762,0.9820,-0.0621,0.954
78.476000,-0.0752,0.9801,-0.0514,0.952
78.487000,-0.0704,0.9791,-0.0543,0.950
78.498000,-0.0684,0.9810,-0.0583,0.952
78.506000,-0.0694,0.9830,-0.0553,0.954
78.516000,-0.0694,0.9849,-0.0553,0.956
78.526000,-0.0694,0.9781,-0.0602,0.949
78.541000,-0.0704,0.9781,-0.0602,0.949
78.550000,-0.0694,0.9820,-0.0641,0.954
78.556000,-0.0684,0.9869,-0.0621,0.958
78.566000,-0.0713,0.9752,-0.0641,0.947
78.576000,-0.0704,0.9840,-0.0562,0.955
78.586000,-0.0694,0.9830,-0.0621,0.954
78.600000,-0.0782,0.9791,-0.0562,0.951
78.606000,-0.0743,0.9849,-0.0523,0.956
78.616000,-0.0664,0.9840,-0.0562,0.954
78.626000,-0.0664,0.9830,-0.0562,0.953
78.639000,-0.0772,0.9840,-0.0611,0.956
78.647000,-0.0782,0.9849,-0.0562,0.957
78.658000,-0.0723,0.9801,-0.0474,0.951
78.666000,-0.0723,0.9840,-0.0514,0.955
78.678000,-0.0567,0.9820,-0.0446,0.950
78.686000,-0.0704,0.9761,-0.0562,0.947
78.696000,-0.0704,0.9791,-0.0572,0.950
78.706000,-0.0762,0.9801,-0.0611,0.952
78.717000,-0.0674,0.9791,-0.0611,0.950
78.732000,-0.0606,0.9810,-0.0455,0.950
78.736000,-0.0713,0.9840,-0.0611,0.956
78.746000,-0.0772,0.9801,-0.0504,0.952
78.757000,-0.0733,0.9879,-0.0621,0.960
78.766000,-0.0733,0.9801,-0.0572,0.952
78.778000,-0.0674,0.9820,-0.0494,0.952
78.786000,-0.0615,0.9791,-0.0592,0.949
78.796000,-0.0723,0.9810,-0.0543,0.952
78.806000,-0.0626,0.9810,-0.0621,0.951
78.816000,-0.0704,0.9889,-0.0583,0.960
78.836000,-0.0743,0.9869,-0.0632,0.959
78.838000,-0.0704,0.9840,-0.0621,0.955
78.847000,-0.0723,0.9820,-0.0543,0.953
78.856000,-0.0655,0.9791,-0.0504,0.949
78.866000,-0.0645,0.9820,-0.0474,0.952
78.880000,-0.0645,0.9820,-0.0485,0.952
78.886000,-0.0801,0.9820,-0.0543,0.954
78.899000,-0.0743,0.9830,-0.0465,0.954
78.910000,-0.0713,0.9752,-0.0583,0.947
78.919000,-0.0792,0.9781,-0.0553,0.950
78.930000,-0.0713,0.9801,-0.0583,0.951
78.936000,-0.0733,0.9791,-0.0485,0.950
78.950000,-0.0636,0.9752,-0.0523,0.945
78.958000,-0.0655,0.9752,-0.0465,0.945
78.966000,-0.0694,0.9791,-0.0523,0.950
78.978000,-0.0772,0.9859,-0.0572,0.958
78.986000,-0.0694,0.9840,-0.0543,0.955
78.996000,-0.0694,0.9869,-0.0680,0.959
79.013000,-0.0723,0.9840,-0.0562,0.955
79.017000,-0.0645,0.9840,-0.0592,0.954
79.026000,-0.0713,0.9801,-0.0621,0.952
79.041000,-0.0606,0.9869,-0.0534,0.956
79.046000,-0.0704,0.9810,-0.0592,0.952
79.059000,-0.0704,0.9810,-0.0602,0.952
79.066000,-0.0684,0.9810,-0.0494,0.951
79.076000,-0.0694,0.9840,-0.0611,0.955
79.087000,-0.0674,0.9879,-0.0641,0.959
79.098000,-0.0762,0.9859,-0.0583,0.958
79.113000,-0.0792,0.9840,-0.0602,0.957
79.117000,-0.0684,0.9830,-0.0485,0.953
79.127000,-0.0772,0.9898,-0.0621,0.962
79.143000,-0.0694,0.9879,-0.0562,0.959
79.146000,-0.0723,0.9859,-0.0602,0.958
79.157000,-0.0713,0.9742,-0.0543,0.945
79.166000,-0.0713,0.9810,-0.0592,0.952
79.178000,-0.0723,0.9830,-0.0583,0.954
79.190000,-0.0694,0.9761,-0.0553,0.947
79.196000,-0.0762,0.9810,-0.0583,0.953
79.207000,-0.0704,0.9879,-0.0632,0.959
79.216000,-0.0615,0.9771,-0.0632,0.948
79.228000,-0.0615,0.9810,-0.0572,0.951
79.243000,-0.0704,0.9849,-0.0611,0.956
79.246000,-0.0723,0.9859,-0.0592,0.957
79.258000,-0.0752,0.9820,-0.0592,0.954
79.270000,-0.0615,0.9761,-0.0534,0.946
79.278000,-0.0645,0.9859,-0.0592,0.956
79.288000,-0.0694,0.9810,-0.0690,0.953
79.296000,-0.0596,0.9810,-0.0621,0.951
79.306000,-0.0655,0.9771,-0.0543,0.947
79.327000,-0.0704,0.9840,-0.0621,0.955
79.330000,-0.0684,0.9791,-0.0592,0.950
79.340000,-0.0733,0.9801,-0.0572,0.952
79.346000,-0.0684,0.9889,-0.0592,0.960
79.358000,-0.0664,0.9840,-0.0543,0.954
79.369000,-0.0655,0.9801,-0.0534,0.950
79.376000,-0.0733,0.9859,-0.0641,0.958
79.386000,-0.0743,0.9801,-0.0651,0.952
79.401000,-0.0752,0.9889,-0.0651,0.961
79.406000,-0.0684,0.9810,-0.0611,0.952
79.418000,-0.0704,0.9830,-0.0562,0.954
79.426000,-0.0664,0.9859,-0.0602,0.957
79.444000,-0.0645,0.9859,-0.0592,0.956
79.449000,-0.0684,0.9801,-0.0514,0.951
79.456000,-0.0645,0.9820,-0.0592,0.952
79.469000,-0.0733,0.9840,-0.0660,0.956
79.478000,-0.0743,0.9849,-0.0562,0.956
79.487000,-0.0792,0.9830,-0.0670,0.956
79.501000,-0.0655,0.9801,-0.0553,0.950
79.508000,-0.0664,0.9801,-0.0632,0.951
79.517000,-0.0674,0.9791,-0.0621,0.950
79.526000,-0.0801,0.9791,-0.0680,0.953
79.540000,-0.0733,0.9840,-0.0611,0.956
79.551000,-0.0684,0.9810,-0.0632,0.952
79.556000,-0.0596,0.9869,-0.0553,0.956
79.569000,-0.0713,0.9791,-0.0553,0.950
79.576000,-0.0733,0.9810,-0.0621,0.953
79.587000,-0.0615,0.9820,-0.0562,0.952
79.600000,-0.0674,0.9820,-0.0592,0.953
79.606000,-0.0626,0.9869,-0.0602,0.957
79.621000,-0.0743,0.9791,-0.0553,0.951
79.626000,-0.0801,0.9791,-0.0611,0.952
79.636000,-0.0733,0.9879,-0.0621,0.960
79.648000,-0.0723,0.9830,-0.0602,0.955
79.656000,-0.0733,0.9840,-0.0621,0.956
79.667000,-0.0704,0.9889,-0.0621,0.960
79.678000,-0.0694,0.9820,-0.0553,0.953
79.686000,-0.0684,0.9840,-0.0572,0.955
79.697000,-0.0664,0.9830,-0.0562,0.953
79.706000,-0.0655,0.9791,-0.0611,0.950
79.716000,-0.0723,0.9810,-0.0611,0.953
79.736000,-0.0674,0.9810,-0.0562,0.952
79.745000,-0.0684,0.9791,-0.0670,0.951
79.747000,-0.0694,0.9879,-0.0632,0.959
79.756000,-0.0664,0.9849,-0.0632,0.956
79.771000,-0.0694,0.9781,-0.0592,0.949
79.781000,-0.0782,0.9859,-0.0553,0.958
79.787000,-0.0743,0.9840,-0.0572,0.956
79.797000,-0.0684,0.9752,-0.0611,0.946
79.806000,-0.0674,0.9869,-0.0504,0.957
79.820000,-0.0733,0.9742,-0.0592,0.946
79.831000,-0.0694,0.9761,-0.0611,0.947
79.836000,-0.0655,0.9781,-0.0592,0.949
79.848000,-0.0615,0.9869,-0.0553,0.957
79.856000,-0.0645,0.9849,-0.0680,0.956
79.868000,-0.0733,0.9820,-0.0680,0.954
79.882000,-0.0772,0.9859,-0.0572,0.958
79.888000,-0.0752,0.9801,-0.0553,0.952
79.900000,-0.0743,0.9830,-0.0553,0.955
79.907000,-0.0723,0.9801,-0.0543,0.951
79.916000,-0.0713,0.9791,-0.0632,0.951
79.944000,-0.0782,0.9849,-0.0680,0.958
79.947000,-0.0723,0.9771,-0.0611,0.949
79.947000,-0.0782,0.9752,-0.0602,0.948
79.959000,-0.0694,0.9810,-0.0611,0.952
79.967000,-0.0723,0.9810,-0.0621,0.953
79.976000,-0.0694,0.9791,-0.0611,0.950
79.986000,-0.0782,0.9742,-0.0592,0.947
79.996000,-0.0713,0.9791,-0.0602,0.951
80.007000,-0.0694,0.9849,-0.0504,0.955
80.016000,-0.0704,0.9810,-0.0543,0.952
80.026000,-0.0694,0.9869,-0.0562,0.958
80.036000,-0.0664,0.9810,-0.0553,0.951
80.047000,-0.0674,0.9840,-0.0592,0.955
80.058000,-0.0752,0.9781,-0.0562,0.950
80.066000,-0.0723,0.9820,-0.0572,0.953
80.076000,-0.0782,0.9830,-0.0621,0.956
80.087000,-0.0723,0.9849,-0.0553,0.956
80.096000,-0.0596,0.9771,-0.0592,0.947
80.106000,-0.0655,0.9771,-0.0592,0.948
80.116000,-0.0713,0.9849,-0.0641,0.957
80.126000,-0.0723,0.9810,-0.0641,0.953
80.136000,-0.0674,0.9840,-0.0621,0.955
80.147000,-0.0713,0.9801,-0.0572,0.951
80.158000,-0.0655,0.9859,-0.0583,0.956
80.166000,-0.0713,0.9771,-0.0572,0.948
80.176000,-0.0743,0.9869,-0.0651,0.959
80.191000,-0.0674,0.9830,-0.0553,0.954
80.196000,-0.0694,0.9830,-0.0651,0.955
80.207000,-0.0782,0.9810,-0.0572,0.953
80.216000,-0.0792,0.9810,-0.0543,0.953
80.231000,-0.0684,0.9791,-0.0651,0.951
80.238000,-0.0694,0.9820,-0.0592,0.953
80.247000,-0.0664,0.9810,-0.0553,0.951
80.257000,-0.0733,0.9849,-0.0592,0.957
80.266000,-0.0636,0.9791,-0.0534,0.949
80.277000,-0.0694,0.9781,-0.0632,0.950
80.288000,-0.0801,0.9752,-0.0572,0.948
80.296000,-0.0743,0.9761,-0.0583,0.948
80.306000,-0.0684,0.9810,-0.0562,0.952
80.331000,-0.0674,0.9830,-0.0583,0.954
80.336000,-0.0723,0.9840,-0.0562,0.955
80.337000,-0.0762,0.9781,-0.0592,0.950
80.346000,-0.0752,0.9830,-0.0641,0.955
80.361000,-0.0694,0.9791,-0.0553,0.950
80.371000,-0.0694,0.9810,-0.0553,0.952
80.377000,-0.0733,0.9830,-0.0553,0.954
80.388000,-0.0713,0.9791,-0.0514,0.950
80.396000,-0.0684,0.9801,-0.0504,0.950
80.406000,-0.0674,0.9752,-0.0543,0.946
80.433000,-0.0713,0.9752,-0.0534,0.946
80.434000,-0.0645,0.9840,-0.0583,0.954
80.436000,-0.0713,0.9801,-0.0583,0.951
80.446000,-0.0704,0.9810,-0.0583,0.952
80.456000,-0.0704,0.9801,-0.0583,0.951
80.468000,-0.0762,0.9761,-0.0611,0.949
80.479000,-0.0704,0.9752,-0.0611,0.947
80.486000,-0.0606,0.9771,-0.0611,0.947
80.500000,-0.0713,0.9810,-0.0641,0.953
80.506000,-0.0615,0.9801,-0.0534,0.950
80.518000,-0.0723,0.9820,-0.0583,0.954
80.526000,-0.0713,0.9830,-0.0621,0.955
80.538000,-0.0674,0.9781,-0.0494,0.948
80.548000,-0.0743,0.9830,-0.0670,0.955
80.556000,-0.0743,0.9781,-0.0670,0.951
80.567000,-0.0664,0.9830,-0.0632,0.954
80.577000,-0.0704,0.9840,-0.0611,0.955
80.590000,-0.0596,0.9801,-0.0572,0.950
80.601000,-0.0636,0.9810,-0.0602,0.951
80.606000,-0.0626,0.9801,-0.0592,0.950
80.617000,-0.0752,0.9752,-0.0632,0.948
80.626000,-0.0704,0.9830,-0.0641,0.955
80.636000,-0.0762,0.9859,-0.0602,0.958
80.655000,-0.0704,0.9830,-0.0632,0.955
80.656000,-0.0713,0.9791,-0.0592,0.951
80.666000,-0.0645,0.9733,-0.0562,0.944
80.676000,-0.0694,0.9801,-0.0543,0.951
80.688000,-0.0684,0.9771,-0.0670,0.949
80.698000,-0.0674,0.9801,-0.0632,0.951
80.706000,-0.0792,0.9752,-0.0670,0.949
80.716000,-0.0694,0.9849,-0.0632,0.956
80.736000,-0.0684,0.9781,-0.0641,0.949
80.738000,-0.0752,0.9791,-0.0632,0.951
80.747000,-0.0694,0.9820,-0.0651,0.954
80.756000,-0.0713,0.9830,-0.0621,0.955
80.766000,-0.0713,0.9801,-0.0621,0.952
80.780000,-0.0674,0.9810,-0.0632,0.952
80.786000,-0.0704,0.9810,-0.0611,0.952
80.797000,-0.0684,0.9830,-0.0632,0.954
80.806000,-0.0684,0.9820,-0.0553,0.953
80.816000,-0.0655,0.9801,-0.0534,0.950
80.838000,-0.0704,0.9849,-0.0572,0.956
80.842000,-0.0811,0.9781,-0.0632,0.951
80.846000,-0.0782,0.9791,-0.0621,0.952
80.856000,-0.0801,0.9761,-0.0621,0.949
80.866000,-0.0782,0.9781,-0.0562,0.950
80.880000,-0.0772,0.9771,-0.0602,0.950
80.886000,-0.0782,0.9752,-0.0611,0.948
80.899000,-0.0792,0.9830,-0.0602,0.956
80.913000,-0.0743,0.9801,-0.0602,0.952
80.917000,-0.0645,0.9801,-0.0602,0.951
80.928000,-0.0645,0.9801,-0.0553,0.950
80.936000,-0.0684,0.9810,-0.0562,0.952
80.950000,-0.0713,0.9781,-0.0553,0.949
80.962000,-0.0704,0.9879,-0.0641,0.959
80.966000,-0.0821,0.9801,-0.0592,0.953
80.980000,-0.0743,0.9752,-0.0700,0.948
80.986000,-0.0762,0.9801,-0.0583,0.952
80.997000,-0.0752,0.9869,-0.0660,0.959
81.009000,-0.0762,0.9781,-0.0660,0.951
81.016000,-0.0704,0.9791,-0.0621,0.951
81.026000,-0.0743,0.9801,-0.0641,0.952
81.036000,-0.0636,0.9742,-0.0553,0.944
81.047000,-0.0684,0.9771,-0.0504,0.948
81.058000,-0.0782,0.9761,-0.0572,0.949
81.066000,-0.0821,0.9752,-0.0660,0.949
81.077000,-0.0752,0.9830,-0.0709,0.956
81.086000,-0.0704,0.9889,-0.0583,0.960
81.096000,-0.0664,0.9840,-0.0621,0.955
81.108000,-0.0645,0.9820,-0.0611,0.953
81.116000,-0.0645,0.9791,-0.0611,0.950
81.126000,-0.0615,0.9801,-0.0485,0.949
81.146000,-0.0636,0.9830,-0.0660,0.954
