time,gFx,gFy,gFz,TgF
24.656000,-0.1036,0.9781,-0.0250,0.953
24.673000,-0.1036,0.9771,-0.0378,0.953
24.676000,-0.1007,0.9791,-0.0289,0.954
24.686000,-0.1016,0.9781,-0.0367,0.953
24.699000,-0.1104,0.9791,-0.0357,0.956
24.706000,-0.1076,0.9761,-0.0378,0.952
24.716000,-0.1085,0.9771,-0.0338,0.953
24.726000,-0.1076,0.9801,-0.0329,0.956
24.736000,-0.1065,0.9771,-0.0308,0.953
24.746000,-0.1104,0.9771,-0.0329,0.954
24.764000,-0.1055,0.9781,-0.0348,0.954
24.766000,-0.1046,0.9761,-0.0348,0.952
24.790000,-0.1036,0.9781,-0.0367,0.953
24.792000,-0.1007,0.9801,-0.0289,0.955
24.796000,-0.1046,0.9859,-0.0338,0.961
24.808000,-0.1027,0.9830,-0.0289,0.958
24.816000,-0.1076,0.9791,-0.0348,0.955
24.827000,-0.1036,0.9761,-0.0348,0.951
24.842000,-0.1065,0.9820,-0.0397,0.958
24.848000,-0.1104,0.9771,-0.0348,0.954
24.859000,-0.1085,0.9791,-0.0348,0.955
24.866000,-0.1036,0.9752,-0.0318,0.950
24.880000,-0.1114,0.9752,-0.0446,0.953
24.888000,-0.1076,0.9781,-0.0426,0.954
24.910000,-0.1114,0.9752,-0.0436,0.952
24.912000,-0.1123,0.9781,-0.0378,0.955
24.918000,-0.1055,0.9791,-0.0260,0.954
24.929000,-0.1095,0.9752,-0.0348,0.952
24.939000,-0.1036,0.9801,-0.0446,0.956
24.947000,-0.1076,0.9801,-0.0269,0.956
24.957000,-0.1085,0.9801,-0.0308,0.956
24.966000,-0.1095,0.9810,-0.0378,0.957
24.979000,-0.1076,0.9761,-0.0329,0.952
24.989000,-0.1095,0.9840,-0.0357,0.960
24.996000,-0.1036,0.9830,-0.0269,0.958
25.006000,-0.1114,0.9801,-0.0318,0.957
25.021000,-0.1104,0.9791,-0.0406,0.956
25.026000,-0.1095,0.9781,-0.0485,0.955
25.037000,-0.1085,0.9810,-0.0367,0.957
25.046000,-0.1065,0.9781,-0.0329,0.954
25.056000,-0.1153,0.9791,-0.0446,0.957
25.066000,-0.1055,0.9752,-0.0318,0.951
25.083000,-0.1114,0.9791,-0.0504,0.957
25.086000,-0.1065,0.9781,-0.0387,0.954
25.096000,-0.1036,0.9781,-0.0426,0.954
25.107000,-0.1046,0.9801,-0.0260,0.955
25.117000,-0.1104,0.9840,-0.0367,0.961
25.128000,-0.1153,0.9761,-0.0378,0.954
25.136000,-0.1055,0.9752,-0.0465,0.952
25.146000,-0.1095,0.9781,-0.0378,0.955
25.156000,-0.1104,0.9791,-0.0378,0.956
25.181000,-0.1144,0.9791,-0.0485,0.957
25.183000,-0.1046,0.9810,-0.0338,0.956
25.187000,-0.1134,0.9771,-0.0436,0.955
25.196000,-0.1055,0.9801,-0.0357,0.956
25.206000,-0.1123,0.9781,-0.0446,0.956
25.217000,-0.1104,0.9791,-0.0397,0.956
25.228000,-0.1095,0.9820,-0.0378,0.958
25.236000,-0.1114,0.9820,-0.0348,0.959
25.246000,-0.1007,0.9859,-0.0308,0.960
25.256000,-0.1134,0.9781,-0.0436,0.956
25.272000,-0.1065,0.9761,-0.0289,0.952
25.279000,-0.1085,0.9733,-0.0406,0.950
25.288000,-0.1114,0.9781,-0.0406,0.955
25.301000,-0.1036,0.9791,-0.0387,0.955
25.307000,-0.1065,0.9840,-0.0406,0.960
25.319000,-0.1104,0.9849,-0.0378,0.961
25.326000,-0.1036,0.9801,-0.0406,0.956
25.339000,-0.1095,0.9781,-0.0308,0.954
25.349000,-0.0997,0.9820,-0.0357,0.957
25.356000,-0.1076,0.9791,-0.0318,0.955
25.367000,-0.1104,0.9781,-0.0397,0.955
25.376000,-0.1144,0.9771,-0.0329,0.954
25.389000,-0.1027,0.9859,-0.0534,0.962
25.399000,-0.1046,0.9781,-0.0378,0.954
25.406000,-0.1114,0.9810,-0.0357,0.958
25.419000,-0.0997,0.9801,-0.0308,0.954
25.426000,-0.1104,0.9849,-0.0387,0.962
25.436000,-0.1065,0.9810,-0.0406,0.957
25.447000,-0.1134,0.9722,-0.0426,0.950
25.456000,-0.1076,0.9781,-0.0378,0.954
25.466000,-0.1144,0.9830,-0.0357,0.960
25.476000,-0.1104,0.9830,-0.0397,0.960
25.494000,-0.1055,0.9742,-0.0318,0.950
25.497000,-0.1055,0.9742,-0.0318,0.950
25.497000,-0.1055,0.9742,-0.0318,0.950
25.506000,-0.1027,0.9771,-0.0378,0.952
25.518000,-0.1046,0.9840,-0.0367,0.959
25.528000,-0.1085,0.9722,-0.0357,0.949
25.536000,-0.1036,0.9781,-0.0329,0.953
25.546000,-0.1007,0.9761,-0.0299,0.951
25.556000,-0.1144,0.9771,-0.0387,0.955
25.568000,-0.1065,0.9771,-0.0338,0.953
25.586000,-0.1114,0.9791,-0.0426,0.956
25.587000,-0.1065,0.9840,-0.0426,0.960
25.599000,-0.1055,0.9810,-0.0357,0.957
25.606000,-0.1104,0.9830,-0.0378,0.960
25.618000,-0.1163,0.9771,-0.0397,0.955
25.632000,-0.1055,0.9771,-0.0357,0.953
25.636000,-0.1076,0.9791,-0.0338,0.955
25.646000,-0.1076,0.9771,-0.0406,0.953
25.656000,-0.0987,0.9820,-0.0367,0.956
25.666000,-0.1027,0.9761,-0.0455,0.952
25.688000,-0.1076,0.9849,-0.0455,0.961
25.694000,-0.1065,0.9791,-0.0406,0.955
25.701000,-0.1076,0.9840,-0.0338,0.960
25.706000,-0.1046,0.9771,-0.0387,0.953
25.716000,-0.1027,0.9781,-0.0378,0.953
25.727000,-0.1007,0.9820,-0.0387,0.957
25.736000,-0.0958,0.9810,-0.0308,0.955
25.746000,-0.1055,0.9781,-0.0367,0.954
25.769000,-0.1085,0.9830,-0.0367,0.959
25.770000,-0.1123,0.9781,-0.0387,0.955
25.786000,-0.1036,0.9810,-0.0348,0.956
25.787000,-0.1065,0.9849,-0.0357,0.961
25.798000,-0.1114,0.9830,-0.0436,0.960
25.812000,-0.1123,0.9771,-0.0426,0.954
25.816000,-0.1085,0.9791,-0.0406,0.956
25.826000,-0.0987,0.9791,-0.0329,0.953
25.836000,-0.1076,0.9810,-0.0318,0.957
25.848000,-0.0997,0.9801,-0.0357,0.955
25.866000,-0.1007,0.9761,-0.0308,0.951
25.867000,-0.1076,0.9781,-0.0455,0.955
25.883000,-0.1036,0.9840,-0.0348,0.959
25.886000,-0.1027,0.9810,-0.0367,0.956
25.896000,-0.1085,0.9859,-0.0338,0.962
25.908000,-0.1065,0.9810,-0.0378,0.957
25.916000,-0.1046,0.9830,-0.0387,0.959
25.926000,-0.1065,0.9761,-0.0338,0.952
25.940000,-0.1065,0.9801,-0.0357,0.956
25.946000,-0.1104,0.9820,-0.0378,0.959
25.957000,-0.1095,0.9791,-0.0426,0.956
25.966000,-0.1027,0.9830,-0.0318,0.958
25.978000,-0.1055,0.9781,-0.0367,0.954
25.992000,-0.1055,0.9752,-0.0397,0.951
25.996000,-0.1085,0.9810,-0.0485,0.958
26.007000,-0.1046,0.9820,-0.0436,0.958
26.016000,-0.1016,0.9771,-0.0329,0.952
26.033000,-0.1076,0.9830,-0.0387,0.959
26.041000,-0.1114,0.9761,-0.0367,0.953
26.047000,-0.1065,0.9771,-0.0318,0.953
26.066000,-0.1144,0.9781,-0.0397,0.956
26.070000,-0.1085,0.9752,-0.0397,0.952
26.076000,-0.1085,0.9801,-0.0436,0.957
26.087000,-0.1036,0.9791,-0.0357,0.954
26.096000,-0.1104,0.9801,-0.0426,0.957
26.109000,-0.1055,0.9791,-0.0397,0.955
26.116000,-0.1027,0.9840,-0.0406,0.959
26.135000,-0.1055,0.9801,-0.0338,0.956
26.140000,-0.1095,0.9771,-0.0426,0.954
26.146000,-0.1065,0.9810,-0.0367,0.957
26.159000,-0.0987,0.9781,-0.0280,0.952
26.173000,-0.1085,0.9781,-0.0367,0.954
26.177000,-0.1055,0.9849,-0.0318,0.960
26.189000,-0.1036,0.9781,-0.0329,0.953
26.201000,-0.1046,0.9830,-0.0378,0.958
26.206000,-0.1016,0.9781,-0.0338,0.953
26.220000,-0.1065,0.9761,-0.0406,0.952
26.226000,-0.1104,0.9771,-0.0426,0.954
26.237000,-0.1114,0.9820,-0.0378,0.959
26.246000,-0.1095,0.9781,-0.0338,0.954
26.256000,-0.1085,0.9722,-0.0378,0.949
26.275000,-0.1114,0.9781,-0.0406,0.955
26.282000,-0.1027,0.9820,-0.0348,0.957
26.286000,-0.1055,0.9771,-0.0269,0.952
26.296000,-0.1104,0.9859,-0.0378,0.962
26.306000,-0.1036,0.9801,-0.0308,0.955
26.316000,-0.1144,0.9781,-0.0397,0.956
26.328000,-0.1114,0.9791,-0.0397,0.956
26.337000,-0.1065,0.9771,-0.0426,0.953
26.346000,-0.1036,0.9771,-0.0329,0.952
26.356000,-0.1046,0.9761,-0.0338,0.952
26.377000,-0.1123,0.9761,-0.0436,0.954
26.380000,-0.1065,0.9810,-0.0357,0.957
26.386000,-0.0997,0.9761,-0.0338,0.951
26.399000,-0.1076,0.9830,-0.0426,0.959
26.406000,-0.1144,0.9801,-0.0338,0.957
26.416000,-0.1065,0.9761,-0.0348,0.952
26.426000,-0.1153,0.9840,-0.0465,0.962
26.436000,-0.1114,0.9810,-0.0387,0.958
26.447000,-0.1027,0.9830,-0.0367,0.958
26.456000,-0.1036,0.9820,-0.0338,0.957
26.468000,-0.1114,0.9879,-0.0367,0.965
26.476000,-0.1114,0.9781,-0.0329,0.955
26.497000,-0.1144,0.9830,-0.0367,0.960
26.499000,-0.1016,0.9733,-0.0367,0.948
26.506000,-0.1123,0.9791,-0.0280,0.956
26.516000,-0.1055,0.9801,-0.0348,0.956
26.526000,-0.1065,0.9752,-0.0406,0.951
26.536000,-0.1055,0.9781,-0.0397,0.954
26.547000,-0.0978,0.9761,-0.0378,0.951
26.556000,-0.1065,0.9733,-0.0367,0.949
26.566000,-0.1212,0.9791,-0.0583,0.959
26.591000,-0.1183,0.9791,-0.0357,0.957
26.593000,-0.1055,0.9752,-0.0378,0.951
26.596000,-0.1036,0.9771,-0.0387,0.953
26.606000,-0.0978,0.9849,-0.0348,0.959
26.616000,-0.1036,0.9771,-0.0280,0.952
26.627000,-0.0997,0.9830,-0.0289,0.957
26.636000,-0.1036,0.9820,-0.0406,0.958
26.646000,-0.0987,0.9801,-0.0406,0.955
26.656000,-0.1114,0.9820,-0.0387,0.959
26.666000,-0.1007,0.9810,-0.0406,0.956
26.682000,-0.1153,0.9791,-0.0378,0.957
26.689000,-0.1114,0.9742,-0.0387,0.951
26.696000,-0.1104,0.9761,-0.0367,0.953
26.706000,-0.1036,0.9830,-0.0348,0.958
26.716000,-0.1016,0.9771,-0.0357,0.952
26.728000,-0.1104,0.9752,-0.0387,0.952
26.736000,-0.1046,0.9801,-0.0367,0.956
26.746000,-0.1055,0.9820,-0.0367,0.958
26.761000,-0.1046,0.9771,-0.0397,0.953
26.766000,-0.1055,0.9771,-0.0338,0.953
26.777000,-0.1065,0.9781,-0.0406,0.954
26.786000,-0.1095,0.9801,-0.0397,0.957
26.802000,-0.1123,0.9820,-0.0397,0.959
26.809000,-0.1065,0.9733,-0.0318,0.949
26.818000,-0.1134,0.9781,-0.0357,0.955
26.826000,-0.1085,0.9781,-0.0426,0.955
26.836000,-0.1055,0.9801,-0.0378,0.956
26.848000,-0.1065,0.9801,-0.0308,0.956
26.860000,-0.1123,0.9801,-0.0348,0.957
26.866000,-0.1065,0.9791,-0.0318,0.955
26.879000,-0.0987,0.9849,-0.0397,0.959
26.886000,-0.1095,0.9820,-0.0387,0.959
26.897000,-0.0987,0.9820,-0.0318,0.956
26.907000,-0.0997,0.9771,-0.0387,0.952
26.916000,-0.0958,0.9771,-0.0240,0.951
26.926000,-0.0938,0.9820,-0.0338,0.955
26.937000,-0.1065,0.9849,-0.0406,0.961
26.946000,-0.1104,0.9781,-0.0378,0.955
26.958000,-0.1134,0.9849,-0.0543,0.963
26.966000,-0.1007,0.9810,-0.0318,0.956
26.981000,-0.0948,0.9771,-0.0329,0.951
26.998000,-0.1016,0.9830,-0.0329,0.958
26.999000,-0.0978,0.9820,-0.0338,0.956
27.006000,-0.1076,0.9849,-0.0426,0.961
27.016000,-0.1065,0.9771,-0.0378,0.953
27.026000,-0.0948,0.9781,-0.0348,0.952
27.040000,-0.1076,0.9810,-0.0367,0.957
27.047000,-0.1007,0.9820,-0.0348,0.957
27.057000,-0.1076,0.9761,-0.0357,0.952
27.066000,-0.1104,0.9761,-0.0387,0.953
27.081000,-0.1085,0.9801,-0.0299,0.956
27.091000,-0.1055,0.9859,-0.0338,0.961
27.101000,-0.1055,0.9830,-0.0357,0.959
27.109000,-0.1144,0.9849,-0.0474,0.963
27.117000,-0.1212,0.9830,-0.0406,0.962
27.126000,-0.1123,0.9801,-0.0367,0.957
27.136000,-0.1202,0.9840,-0.0436,0.963
27.146000,-0.1163,0.9742,-0.0378,0.952
27.156000,-0.1134,0.9752,-0.0329,0.952
27.189000,-0.1085,0.9801,-0.0426,0.957
27.191000,-0.1095,0.9810,-0.0329,0.957
27.191000,-0.1046,0.9801,-0.0329,0.955
27.196000,-0.1123,0.9733,-0.0514,0.951
27.206000,-0.1134,0.9781,-0.0406,0.955
27.218000,-0.1076,0.9830,-0.0338,0.959
27.226000,-0.1144,0.9810,-0.0485,0.959
27.240000,-0.1065,0.9752,-0.0348,0.951
27.246000,-0.1027,0.9781,-0.0406,0.953
27.257000,-0.1065,0.9761,-0.0387,0.952
27.273000,-0.1055,0.9742,-0.0426,0.950
27.276000,-0.0997,0.9752,-0.0397,0.950
27.289000,-0.1046,0.9840,-0.0455,0.960
27.296000,-0.1085,0.9761,-0.0494,0.953
27.308000,-0.1055,0.9840,-0.0465,0.960
27.319000,-0.1016,0.9791,-0.0465,0.955
27.326000,-0.1046,0.9752,-0.0455,0.951
27.336000,-0.1076,0.9791,-0.0367,0.955
27.352000,-0.1085,0.9771,-0.0426,0.954
27.356000,-0.1027,0.9752,-0.0318,0.950
27.373000,-0.1065,0.9733,-0.0318,0.949
27.376000,-0.0958,0.9801,-0.0318,0.954
27.386000,-0.1085,0.9820,-0.0455,0.959
27.410000,-0.1076,0.9830,-0.0494,0.960
27.412000,-0.1114,0.9820,-0.0378,0.959
27.419000,-0.1085,0.9801,-0.0387,0.956
27.426000,-0.1036,0.9810,-0.0378,0.956
27.437000,-0.1134,0.9830,-0.0348,0.960
27.447000,-0.1163,0.9771,-0.0348,0.955
27.456000,-0.1095,0.9742,-0.0329,0.951
27.466000,-0.1144,0.9801,-0.0367,0.957
27.476000,-0.1065,0.9791,-0.0406,0.955
27.486000,-0.1065,0.9771,-0.0378,0.953
27.502000,-0.1123,0.9752,-0.0406,0.952
27.506000,-0.1104,0.9801,-0.0397,0.957
27.516000,-0.1163,0.9771,-0.0338,0.955
27.526000,-0.1085,0.9781,-0.0387,0.954
27.536000,-0.1114,0.9810,-0.0357,0.958
27.547000,-0.1085,0.9752,-0.0367,0.952
27.556000,-0.1076,0.9791,-0.0308,0.955
27.566000,-0.1114,0.9801,-0.0426,0.957
27.592000,-0.1134,0.9771,-0.0367,0.954
27.595000,-0.1104,0.9761,-0.0357,0.953
27.596000,-0.1055,0.9810,-0.0446,0.957
27.606000,-0.1085,0.9810,-0.0378,0.957
27.617000,-0.1046,0.9830,-0.0455,0.959
27.628000,-0.1123,0.9849,-0.0397,0.962
27.636000,-0.1104,0.9830,-0.0426,0.960
27.646000,-0.1085,0.9791,-0.0329,0.955
27.656000,-0.1114,0.9820,-0.0357,0.959
27.666000,-0.1027,0.9830,-0.0397,0.958
27.683000,-0.1095,0.9761,-0.0367,0.953
27.688000,-0.1114,0.9801,-0.0406,0.957
27.697000,-0.1076,0.9830,-0.0357,0.959
27.706000,-0.1104,0.9781,-0.0446,0.955
27.720000,-0.1144,0.9791,-0.0455,0.957
27.728000,-0.1172,0.9791,-0.0329,0.957
27.736000,-0.1153,0.9791,-0.0348,0.957
27.746000,-0.1095,0.9791,-0.0338,0.955
27.757000,-0.1144,0.9742,-0.0378,0.952
27.766000,-0.1095,0.9820,-0.0367,0.958
27.794000,-0.1085,0.9820,-0.0367,0.958
27.798000,-0.1095,0.9771,-0.0426,0.954
27.799000,-0.1027,0.9801,-0.0378,0.955
27.806000,-0.1076,0.9820,-0.0338,0.958
27.818000,-0.1007,0.9849,-0.0338,0.959
27.829000,-0.1016,0.9820,-0.0426,0.957
27.841000,-0.1036,0.9771,-0.0338,0.952
27.846000,-0.0997,0.9791,-0.0406,0.954
27.858000,-0.1095,0.9820,-0.0367,0.958
27.866000,-0.1095,0.9791,-0.0280,0.955
27.880000,-0.1104,0.9742,-0.0406,0.951
27.887000,-0.1172,0.9791,-0.0455,0.958
27.906000,-0.1114,0.9810,-0.0367,0.958
27.908000,-0.1085,0.9791,-0.0348,0.955
27.916000,-0.1007,0.9733,-0.0436,0.949
27.926000,-0.1065,0.9791,-0.0367,0.955
27.936000,-0.1076,0.9801,-0.0348,0.956
27.946000,-0.1085,0.9820,-0.0318,0.958
27.958000,-0.1114,0.9801,-0.0357,0.957
27.966000,-0.1076,0.9830,-0.0446,0.959
27.977000,-0.1046,0.9820,-0.0280,0.957
27.998000,-0.0958,0.9801,-0.0308,0.954
28.000000,-0.1076,0.9781,-0.0367,0.954
28.016000,-0.1095,0.9810,-0.0387,0.958
28.018000,-0.1076,0.9801,-0.0367,0.956
28.028000,-0.1016,0.9801,-0.0367,0.955
28.036000,-0.1144,0.9791,-0.0397,0.957
28.048000,-0.1065,0.9801,-0.0397,0.956
28.056000,-0.0987,0.9810,-0.0338,0.955
28.066000,-0.1046,0.9771,-0.0357,0.953
28.081000,-0.1123,0.9820,-0.0455,0.959
28.096000,-0.0987,0.9810,-0.0329,0.955
28.101000,-0.1076,0.9820,-0.0378,0.958
28.112000,-0.0997,0.9849,-0.0348,0.959
28.116000,-0.1046,0.9801,-0.0338,0.955
28.127000,-0.1016,0.9801,-0.0338,0.955
28.138000,-0.1095,0.9820,-0.0474,0.959
28.146000,-0.1027,0.9820,-0.0329,0.957
28.156000,-0.1076,0.9801,-0.0357,0.956
28.170000,-0.1027,0.9801,-0.0338,0.955
28.176000,-0.1104,0.9810,-0.0378,0.958
28.194000,-0.1221,0.9810,-0.0465,0.960
28.201000,-0.1104,0.9791,-0.0406,0.956
28.209000,-0.1076,0.9801,-0.0299,0.956
28.223000,-0.1095,0.9801,-0.0387,0.957
28.229000,-0.1095,0.9801,-0.0387,0.957
28.238000,-0.1055,0.9781,-0.0329,0.954
28.246000,-0.1123,0.9810,-0.0357,0.958
28.256000,-0.1104,0.9771,-0.0308,0.954
28.271000,-0.1027,0.9771,-0.0289,0.952
28.276000,-0.1046,0.9771,-0.0406,0.953
28.290000,-0.0987,0.9859,-0.0426,0.961
28.296000,-0.1027,0.9840,-0.0465,0.960
28.308000,-0.1036,0.9859,-0.0387,0.961
28.320000,-0.1016,0.9849,-0.0387,0.960
28.326000,-0.1036,0.9801,-0.0367,0.955
28.336000,-0.1076,0.9820,-0.0357,0.958
28.346000,-0.1007,0.9771,-0.0308,0.952
28.356000,-0.1027,0.9820,-0.0378,0.957
28.366000,-0.1104,0.9733,-0.0329,0.950
28.376000,-0.1065,0.9820,-0.0378,0.958
28.391000,-0.1104,0.9810,-0.0269,0.957
28.396000,-0.1016,0.9801,-0.0367,0.955
28.406000,-0.1027,0.9801,-0.0329,0.955
28.416000,-0.1123,0.9781,-0.0348,0.955
28.426000,-0.1085,0.9801,-0.0348,0.956
28.442000,-0.1036,0.9840,-0.0308,0.959
28.449000,-0.1036,0.9810,-0.0338,0.956
28.456000,-0.1036,0.9810,-0.0338,0.956
28.466000,-0.1036,0.9801,-0.0406,0.956
28.476000,-0.1065,0.9781,-0.0446,0.954
28.486000,-0.1065,0.9761,-0.0308,0.952
28.498000,-0.1076,0.9810,-0.0436,0.957
28.507000,-0.1055,0.9801,-0.0338,0.956
28.516000,-0.1027,0.9820,-0.0280,0.957
28.526000,-0.1095,0.9840,-0.0406,0.961
28.536000,-0.1036,0.9733,-0.0318,0.948
28.550000,-0.1123,0.9801,-0.0318,0.957
28.558000,-0.1076,0.9810,-0.0455,0.958
28.566000,-0.1123,0.9810,-0.0348,0.958
28.576000,-0.1144,0.9781,-0.0397,0.956
28.591000,-0.1104,0.9771,-0.0348,0.954
28.596000,-0.1095,0.9752,-0.0367,0.952
28.606000,-0.1085,0.9781,-0.0378,0.954
28.617000,-0.1085,0.9781,-0.0426,0.955
28.628000,-0.1095,0.9849,-0.0338,0.961
28.636000,-0.1104,0.9781,-0.0436,0.955
28.646000,-0.1076,0.9791,-0.0397,0.955
28.656000,-0.1065,0.9820,-0.0318,0.958
28.666000,-0.1114,0.9781,-0.0474,0.956
28.682000,-0.1055,0.9849,-0.0338,0.960
28.690000,-0.1114,0.9771,-0.0318,0.954
28.697000,-0.1163,0.9781,-0.0357,0.956
28.706000,-0.1114,0.9791,-0.0378,0.956
28.716000,-0.1076,0.9791,-0.0308,0.955
28.729000,-0.1123,0.9761,-0.0289,0.953
28.736000,-0.1144,0.9781,-0.0308,0.955
28.747000,-0.1144,0.9742,-0.0318,0.951
28.760000,-0.1076,0.9810,-0.0387,0.957
28.769000,-0.1134,0.9791,-0.0436,0.957
28.783000,-0.1144,0.9791,-0.0338,0.956
28.788000,-0.1095,0.9830,-0.0269,0.959
28.801000,-0.1085,0.9712,-0.0308,0.947
28.811000,-0.1123,0.9722,-0.0397,0.950
28.820000,-0.1055,0.9840,-0.0397,0.960
28.831000,-0.1085,0.9830,-0.0329,0.959
28.837000,-0.1046,0.9761,-0.0280,0.951
28.846000,-0.1076,0.9801,-0.0318,0.956
28.859000,-0.1134,0.9742,-0.0387,0.952
28.866000,-0.1144,0.9820,-0.0367,0.959
28.876000,-0.1123,0.9840,-0.0378,0.961
28.886000,-0.1114,0.9771,-0.0436,0.954
28.897000,-0.1085,0.9791,-0.0387,0.955
28.907000,-0.1153,0.9761,-0.0367,0.954
28.916000,-0.1085,0.9791,-0.0260,0.955
28.928000,-0.1065,0.9830,-0.0397,0.959
28.942000,-0.1055,0.9820,-0.0329,0.958
28.948000,-0.0997,0.9761,-0.0348,0.951
28.958000,-0.1055,0.9791,-0.0436,0.955
28.966000,-0.1036,0.9742,-0.0446,0.950
28.977000,-0.1076,0.9752,-0.0397,0.952
28.996000,-0.1016,0.9733,-0.0436,0.949
28.998000,-0.0987,0.9761,-0.0474,0.951
29.008000,-0.1046,0.9849,-0.0397,0.960
29.016000,-0.1065,0.9849,-0.0406,0.961
29.028000,-0.0997,0.9801,-0.0378,0.955
29.037000,-0.1123,0.9801,-0.0318,0.957
29.047000,-0.1095,0.9761,-0.0474,0.953
29.062000,-0.1183,0.9820,-0.0465,0.961
29.067000,-0.1163,0.9791,-0.0455,0.957
29.079000,-0.1123,0.9791,-0.0378,0.956
29.094000,-0.1036,0.9810,-0.0357,0.956
29.096000,-0.1095,0.9771,-0.0397,0.954
29.113000,-0.1065,0.9791,-0.0426,0.955
29.125000,-0.1123,0.9791,-0.0446,0.957
29.127000,-0.1192,0.9781,-0.0348,0.956
29.138000,-0.1123,0.9771,-0.0485,0.955
29.147000,-0.1134,0.9781,-0.0474,0.956
29.157000,-0.1095,0.9791,-0.0485,0.956
29.167000,-0.1144,0.9801,-0.0455,0.958
29.176000,-0.1192,0.9801,-0.0406,0.959
29.202000,-0.1163,0.9801,-0.0474,0.958
29.204000,-0.1163,0.9791,-0.0455,0.957
29.208000,-0.1085,0.9830,-0.0367,0.959
29.219000,-0.1104,0.9781,-0.0367,0.955
29.226000,-0.1123,0.9752,-0.0318,0.952
29.236000,-0.1036,0.9791,-0.0338,0.954
29.247000,-0.1065,0.9742,-0.0338,0.950
29.257000,-0.1065,0.9840,-0.0308,0.959
29.269000,-0.1095,0.9791,-0.0397,0.956
29.276000,-0.1076,0.9869,-0.0426,0.963
29.289000,-0.1114,0.9810,-0.0397,0.958
29.308000,-0.1095,0.9781,-0.0485,0.955
29.310000,-0.1163,0.9761,-0.0504,0.955
29.319000,-0.1085,0.9820,-0.0378,0.958
29.326000,-0.1036,0.9742,-0.0387,0.950
29.342000,-0.1134,0.9761,-0.0426,0.954
29.346000,-0.1085,0.9791,-0.0329,0.955
29.356000,-0.1046,0.9830,-0.0397,0.959
29.368000,-0.1163,0.9781,-0.0387,0.956
29.379000,-0.1085,0.9781,-0.0299,0.954
29.391000,-0.1123,0.9820,-0.0367,0.959
29.406000,-0.1123,0.9761,-0.0357,0.953
29.408000,-0.1065,0.9742,-0.0455,0.951
29.418000,-0.1114,0.9703,-0.0426,0.948
29.426000,-0.1104,0.9830,-0.0357,0.959
29.436000,-0.1085,0.9733,-0.0465,0.950
29.449000,-0.1123,0.9761,-0.0474,0.954
29.456000,-0.1065,0.9820,-0.0378,0.958
29.466000,-0.1095,0.9810,-0.0406,0.958
29.476000,-0.1123,0.9781,-0.0474,0.956
29.486000,-0.1114,0.9781,-0.0378,0.955
29.505000,-0.1163,0.9771,-0.0387,0.955
29.513000,-0.1104,0.9771,-0.0446,0.954
29.516000,-0.1104,0.9761,-0.0485,0.953
29.526000,-0.1065,0.9801,-0.0474,0.957
29.536000,-0.1104,0.9761,-0.0426,0.953
29.548000,-0.1123,0.9830,-0.0514,0.961
29.556000,-0.1144,0.9810,-0.0446,0.959
29.566000,-0.1104,0.9820,-0.0397,0.959
29.577000,-0.1095,0.9791,-0.0397,0.956
29.586000,-0.1065,0.9752,-0.0436,0.952
29.602000,-0.1076,0.9781,-0.0485,0.955
29.613000,-0.1055,0.9781,-0.0378,0.954
29.616000,-0.1095,0.9752,-0.0329,0.952
29.626000,-0.1095,0.9801,-0.0455,0.957
29.636000,-0.1095,0.9791,-0.0436,0.956
29.647000,-0.1095,0.9791,-0.0465,0.956
29.656000,-0.1036,0.9810,-0.0387,0.956
29.666000,-0.1085,0.9791,-0.0446,0.956
29.685000,-0.1046,0.9761,-0.0406,0.952
29.686000,-0.1095,0.9722,-0.0426,0.949
29.696000,-0.1123,0.9810,-0.0387,0.958
29.706000,-0.1055,0.9820,-0.0338,0.958
29.720000,-0.1183,0.9810,-0.0455,0.960
29.734000,-0.1172,0.9791,-0.0436,0.957
29.737000,-0.1095,0.9801,-0.0455,0.957
29.748000,-0.1123,0.9752,-0.0455,0.953
29.763000,-0.1153,0.9820,-0.0357,0.959
29.766000,-0.1076,0.9830,-0.0269,0.959
29.780000,-0.1055,0.9733,-0.0406,0.949
29.786000,-0.1104,0.9771,-0.0426,0.954
29.799000,-0.1076,0.9791,-0.0299,0.955
29.810000,-0.1027,0.9801,-0.0299,0.955
29.819000,-0.1027,0.9810,-0.0260,0.956
29.831000,-0.1183,0.9791,-0.0474,0.958
29.836000,-0.1134,0.9810,-0.0436,0.959
29.846000,-0.1153,0.9761,-0.0436,0.954
29.860000,-0.1192,0.9781,-0.0436,0.957
29.866000,-0.1114,0.9801,-0.0436,0.957
29.879000,-0.1114,0.9801,-0.0367,0.957
29.886000,-0.1055,0.9771,-0.0406,0.953
29.903000,-0.1114,0.9781,-0.0455,0.955
29.907000,-0.1027,0.9791,-0.0387,0.954
29.916000,-0.1055,0.9840,-0.0562,0.961
29.928000,-0.1036,0.9791,-0.0436,0.955
29.936000,-0.1027,0.9791,-0.0387,0.954
29.946000,-0.1065,0.9801,-0.0378,0.956
29.959000,-0.1055,0.9781,-0.0378,0.954
29.966000,-0.1076,0.9781,-0.0299,0.954
29.976000,-0.0978,0.9810,-0.0250,0.955
29.989000,-0.1134,0.9840,-0.0474,0.962
29.999000,-0.1085,0.9840,-0.0397,0.960
30.012000,-0.1076,0.9771,-0.0378,0.953
