time,gFx,gFy,gFz,gFTotal
2020-07-29 9:7:33.9090,-0.153,2.236,0.487,2.294
2020-07-29 9:7:33.9190,0.272,2.204,0.637,2.31
2020-07-29 9:7:33.9290,0.132,2.023,0.533,2.096
2020-07-29 9:7:33.9390,0.334,1.971,0.479,2.056
2020-07-29 9:7:33.9490,0.448,1.659,0.274,1.74
2020-07-29 9:7:33.9590,0.641,1.622,0.244,1.761
2020-07-29 9:7:33.9980,0.97,1.57,0.037,1.846
2020-07-29 9:7:33.9980,0.97,1.57,0.037,1.846
2020-07-29 9:7:33.9980,0.97,1.57,0.037,1.846
2020-07-29 9:7:33.9990,0.978,1.327,0.028,1.649
2020-07-29 9:7:34.0090,0.871,0.949,0.009,1.288
2020-07-29 9:7:34.0190,0.75,0.597,0.057,0.96
2020-07-29 9:7:34.0290,0.678,0.385,0.117,0.788
2020-07-29 9:7:34.0390,0.682,0.361,0.166,0.789
2020-07-29 9:7:34.0490,0.746,0.397,0.172,0.862
2020-07-29 9:7:34.0590,0.806,0.413,0.129,0.915
2020-07-29 9:7:34.1010,0.778,0.245,0.103,0.822
2020-07-29 9:7:34.1020,0.778,0.245,0.103,0.822
2020-07-29 9:7:34.1020,0.778,0.245,0.103,0.822
2020-07-29 9:7:34.1020,0.778,0.245,0.103,0.822
2020-07-29 9:7:34.1090,0.775,0.321,0.15,0.852
2020-07-29 9:7:34.1190,0.736,0.361,0.158,0.835
2020-07-29 9:7:34.1290,0.711,0.422,0.151,0.84
2020-07-29 9:7:34.1390,0.747,0.531,0.179,0.934
2020-07-29 9:7:34.1490,0.745,0.62,0.214,0.993
2020-07-29 9:7:34.1580,0.698,0.669,0.237,0.995
2020-07-29 9:7:34.1990,0.569,0.799,0.318,1.031
2020-07-29 9:7:34.2000,0.569,0.799,0.318,1.031
2020-07-29 9:7:34.2000,0.569,0.799,0.318,1.031
2020-07-29 9:7:34.2000,0.569,0.799,0.318,1.031
2020-07-29 9:7:34.2080,0.512,0.885,0.291,1.063
2020-07-29 9:7:34.2180,0.406,0.978,0.278,1.095
2020-07-29 9:7:34.2280,0.22,1.14,0.262,1.19
2020-07-29 9:7:34.2380,-0.042,1.4,0.236,1.42
2020-07-29 9:7:34.2480,-0.376,1.695,0.148,1.742
2020-07-29 9:7:34.2580,-0.791,1.964,0.043,2.118
2020-07-29 9:7:34.3010,-3.123,2.622,-0.357,4.093
2020-07-29 9:7:34.3020,-3.123,2.622,-0.357,4.093
2020-07-29 9:7:34.3020,-3.123,2.622,-0.357,4.093
2020-07-29 9:7:34.3020,-3.123,2.622,-0.357,4.093
2020-07-29 9:7:34.3080,-3.507,2.419,-0.445,4.284
2020-07-29 9:7:34.3180,-4.156,2.412,-0.462,4.827
2020-07-29 9:7:34.3280,-6.022,4.273,-0.859,7.434
2020-07-29 9:7:34.3380,-6.686,2.761,0.11,7.234
2020-07-29 9:7:34.3480,-6.581,0.199,-0.329,6.592
2020-07-29 9:7:34.3580,-1.262,0.114,0.199,1.283
2020-07-29 9:7:34.4000,-0.279,1.029,-1.479,1.823
2020-07-29 9:7:34.4010,-0.279,1.029,-1.479,1.823
2020-07-29 9:7:34.4010,-0.279,1.029,-1.479,1.823
2020-07-29 9:7:34.4010,-0.279,1.029,-1.479,1.823
2020-07-29 9:7:34.4080,-0.625,-0.015,-0.759,0.983
2020-07-29 9:7:34.4180,0.847,1.501,0.112,1.727
2020-07-29 9:7:34.4280,1.017,1.693,0.578,2.058
2020-07-29 9:7:34.4380,0.684,1.425,0.241,1.599
2020-07-29 9:7:34.4480,0.845,1.123,0.026,1.406
2020-07-29 9:7:34.4580,0.669,0.932,-0.08,1.15
2020-07-29 9:7:34.4990,0.411,0.929,0.048,1.017
2020-07-29 9:7:34.4990,0.411,0.929,0.048,1.017
2020-07-29 9:7:34.5000,0.411,0.929,0.048,1.017
2020-07-29 9:7:34.5000,0.411,0.929,0.048,1.017
2020-07-29 9:7:34.5070,0.451,0.915,-0.003,1.02
2020-07-29 9:7:34.5170,0.431,0.908,0.007,1.005
2020-07-29 9:7:34.5270,0.412,0.924,0.057,1.013
2020-07-29 9:7:34.5380,0.438,0.908,0.036,1.009
2020-07-29 9:7:34.5470,0.415,0.889,0.006,0.981
2020-07-29 9:7:34.5570,0.406,0.895,0.01,0.983
2020-07-29 9:7:34.6030,0.466,0.927,0.031,1.038
2020-07-29 9:7:34.6040,0.466,0.927,0.031,1.038
2020-07-29 9:7:34.6040,0.466,0.927,0.031,1.038
2020-07-29 9:7:34.6040,0.466,0.927,0.031,1.038
2020-07-29 9:7:34.6070,0.461,0.918,0.04,1.028
2020-07-29 9:7:34.6170,0.452,0.921,0.049,1.027
2020-07-29 9:7:34.6270,0.435,0.901,0.029,1.001
2020-07-29 9:7:34.6370,0.451,0.918,0.025,1.023
2020-07-29 9:7:34.6470,0.442,0.92,0.08,1.024
2020-07-29 9:7:34.6570,0.436,0.94,0.096,1.041
2020-07-29 9:7:34.7000,0.424,0.902,0.08,1.0
2020-07-29 9:7:34.7000,0.424,0.902,0.08,1.0
2020-07-29 9:7:34.7000,0.424,0.902,0.08,1.0
2020-07-29 9:7:34.7000,0.424,0.902,0.08,1.0
2020-07-29 9:7:34.7070,0.427,0.888,0.049,0.987
2020-07-29 9:7:34.7170,0.431,0.902,0.066,1.002
2020-07-29 9:7:34.7270,0.42,0.937,0.096,1.031
2020-07-29 9:7:34.7370,0.433,0.928,0.091,1.028
2020-07-29 9:7:34.7470,0.433,0.933,0.079,1.032
2020-07-29 9:7:34.7570,0.458,0.896,0.042,1.007
2020-07-29 9:7:34.8010,0.422,0.924,0.106,1.021
2020-07-29 9:7:34.8010,0.422,0.924,0.106,1.021
2020-07-29 9:7:34.8020,0.422,0.924,0.106,1.021
2020-07-29 9:7:34.8020,0.422,0.924,0.106,1.021
2020-07-29 9:7:34.8070,0.507,1.038,0.066,1.157
2020-07-29 9:7:34.8170,0.494,1.002,0.097,1.121
2020-07-29 9:7:34.8270,0.461,0.988,0.048,1.091
2020-07-29 9:7:34.8370,0.432,0.959,-0.021,1.052
2020-07-29 9:7:34.8470,0.454,0.992,0.016,1.091
2020-07-29 9:7:34.8560,0.453,1.023,0.035,1.119
2020-07-29 9:7:34.9000,0.444,1.215,0.086,1.296
2020-07-29 9:7:34.9010,0.444,1.215,0.086,1.296
2020-07-29 9:7:34.9010,0.444,1.215,0.086,1.296
2020-07-29 9:7:34.9010,0.444,1.215,0.086,1.296
2020-07-29 9:7:34.9060,0.469,1.262,0.08,1.349
2020-07-29 9:7:34.9160,0.494,1.251,0.056,1.346
2020-07-29 9:7:34.9260,0.611,1.303,0.2,1.453
2020-07-29 9:7:34.9360,0.516,1.575,0.219,1.672
2020-07-29 9:7:34.9470,0.518,1.569,0.084,1.654
2020-07-29 9:7:34.9560,0.62,1.504,0.222,1.642
2020-07-29 9:7:34.9990,0.602,2.01,0.363,2.129
2020-07-29 9:7:34.9990,0.602,2.01,0.363,2.129
2020-07-29 9:7:34.9990,0.602,2.01,0.363,2.129
2020-07-29 9:7:35.0000,0.602,2.01,0.363,2.129
2020-07-29 9:7:35.0060,0.469,2.144,0.275,2.212
2020-07-29 9:7:35.0160,0.866,2.316,0.121,2.476
2020-07-29 9:7:35.0260,0.668,2.32,0.244,2.427
2020-07-29 9:7:35.0360,0.582,2.758,0.328,2.838
2020-07-29 9:7:35.0460,0.79,2.09,0.77,2.363
2020-07-29 9:7:35.0560,0.378,2.128,0.623,2.249
2020-07-29 9:7:35.0950,0.904,1.087,0.66,1.56
2020-07-29 9:7:35.0960,0.904,1.087,0.66,1.56
2020-07-29 9:7:35.0960,0.904,1.087,0.66,1.56
2020-07-29 9:7:35.0970,0.872,1.072,0.556,1.49
2020-07-29 9:7:35.1060,0.976,1.378,0.62,1.799
2020-07-29 9:7:35.1160,0.934,1.332,0.606,1.736
2020-07-29 9:7:35.1260,0.781,1.139,0.57,1.494
2020-07-29 9:7:35.1360,0.681,1.065,0.493,1.357
2020-07-29 9:7:35.1460,0.689,0.994,0.384,1.269
2020-07-29 9:7:35.1560,0.737,0.789,0.289,1.118
2020-07-29 9:7:35.1980,0.823,0.409,-0.03,0.92
2020-07-29 9:7:35.1980,0.823,0.409,-0.03,0.92
2020-07-29 9:7:35.1980,0.823,0.409,-0.03,0.92
2020-07-29 9:7:35.1980,0.823,0.409,-0.03,0.92
2020-07-29 9:7:35.2050,0.818,0.382,-0.061,0.905
2020-07-29 9:7:35.2150,0.806,0.32,-0.074,0.87
2020-07-29 9:7:35.2250,0.762,0.301,-0.089,0.824
2020-07-29 9:7:35.2360,0.69,0.29,-0.053,0.75
2020-07-29 9:7:35.2450,0.597,0.279,-0.004,0.659
2020-07-29 9:7:35.2550,0.538,0.34,0.003,0.636
2020-07-29 9:7:35.2980,0.454,0.543,0.033,0.709
2020-07-29 9:7:35.2990,0.454,0.543,0.033,0.709
2020-07-29 9:7:35.2990,0.454,0.543,0.033,0.709
2020-07-29 9:7:35.2990,0.454,0.543,0.033,0.709
2020-07-29 9:7:35.3050,0.402,0.59,0.064,0.717
2020-07-29 9:7:35.3150,0.308,0.66,0.086,0.733
2020-07-29 9:7:35.3250,0.209,0.75,0.084,0.783
2020-07-29 9:7:35.3350,0.138,0.882,0.034,0.893
2020-07-29 9:7:35.3450,0.068,1.024,-0.025,1.027
2020-07-29 9:7:35.3550,-0.039,1.176,-0.066,1.178
2020-07-29 9:7:35.3940,-0.589,1.575,-0.248,1.7
2020-07-29 9:7:35.3940,-0.589,1.575,-0.248,1.7
2020-07-29 9:7:35.3950,-0.589,1.575,-0.248,1.7
2020-07-29 9:7:35.3960,-0.837,1.647,-0.281,1.869
2020-07-29 9:7:35.4050,-1.094,1.67,-0.3,2.019
2020-07-29 9:7:35.4150,-1.337,1.675,-0.333,2.169
2020-07-29 9:7:35.4250,-1.584,1.731,-0.409,2.382
2020-07-29 9:7:35.4350,-1.82,1.801,-0.505,2.61
2020-07-29 9:7:35.4450,-2.02,1.901,-0.547,2.827
2020-07-29 9:7:35.4550,-2.226,1.877,-0.564,2.966
2020-07-29 9:7:35.4960,-3.242,3.863,-0.209,5.047
2020-07-29 9:7:35.4960,-3.242,3.863,-0.209,5.047
2020-07-29 9:7:35.4960,-3.242,3.863,-0.209,5.047
2020-07-29 9:7:35.4970,-3.242,3.863,-0.209,5.047
2020-07-29 9:7:35.5050,-2.652,0.733,0.332,2.771
2020-07-29 9:7:35.5150,-3.111,0.737,0.377,3.219
2020-07-29 9:7:35.5250,-0.942,1.124,0.171,1.476
2020-07-29 9:7:35.5350,1.864,0.707,0.174,2.001
2020-07-29 9:7:35.5450,2.263,1.044,0.154,2.497
2020-07-29 9:7:35.5550,0.598,0.78,-0.09,0.987
2020-07-29 9:7:35.5990,0.756,1.144,-0.197,1.385
2020-07-29 9:7:35.5990,0.756,1.144,-0.197,1.385
2020-07-29 9:7:35.5990,0.756,1.144,-0.197,1.385
2020-07-29 9:7:35.5990,0.756,1.144,-0.197,1.385
2020-07-29 9:7:35.6040,0.451,1.108,-0.283,1.229
2020-07-29 9:7:35.6140,0.238,1.005,-0.119,1.04
2020-07-29 9:7:35.6240,0.251,1.018,0.032,1.049
2020-07-29 9:7:35.6340,0.272,0.983,-0.071,1.022
2020-07-29 9:7:35.6440,0.275,0.927,-0.203,0.988
2020-07-29 9:7:35.6540,0.247,0.956,-0.115,0.994
2020-07-29 9:7:35.6930,0.2,0.969,0.004,0.989
2020-07-29 9:7:35.6930,0.2,0.969,0.004,0.989
2020-07-29 9:7:35.6940,0.2,0.969,0.004,0.989
2020-07-29 9:7:35.6950,0.226,0.979,-0.018,1.005
2020-07-29 9:7:35.7040,0.226,1.055,0.032,1.079
2020-07-29 9:7:35.7140,0.201,0.913,-0.018,0.935
2020-07-29 9:7:35.7240,0.237,0.986,-0.019,1.014
2020-07-29 9:7:35.7340,0.228,0.99,0.011,1.016
2020-07-29 9:7:35.7440,0.255,1.017,0.013,1.049
2020-07-29 9:7:35.7540,0.233,0.988,0.021,1.015
2020-07-29 9:7:35.7990,0.258,1.0,-0.001,1.033
2020-07-29 9:7:35.7990,0.258,1.0,-0.001,1.033
2020-07-29 9:7:35.7990,0.258,1.0,-0.001,1.033
2020-07-29 9:7:35.7990,0.258,1.0,-0.001,1.033
2020-07-29 9:7:35.8040,0.262,0.992,-0.01,1.026
2020-07-29 9:7:35.8140,0.258,0.993,-0.008,1.026
2020-07-29 9:7:35.8240,0.251,0.997,0.027,1.028
2020-07-29 9:7:35.8340,0.252,0.997,0.052,1.03
2020-07-29 9:7:35.8440,0.244,0.993,0.048,1.024
2020-07-29 9:7:35.8540,0.232,0.983,0.06,1.012
2020-07-29 9:7:35.8940,0.22,0.984,0.058,1.01
2020-07-29 9:7:35.8950,0.22,0.984,0.058,1.01
2020-07-29 9:7:35.8950,0.22,0.984,0.058,1.01
2020-07-29 9:7:35.8950,0.22,0.984,0.058,1.01
2020-07-29 9:7:35.9030,0.213,0.976,0.025,0.999
2020-07-29 9:7:35.9130,0.234,0.986,0.023,1.014
2020-07-29 9:7:35.9230,0.24,1.007,0.05,1.036
2020-07-29 9:7:35.9340,0.214,1.008,0.053,1.032
2020-07-29 9:7:35.9430,0.22,0.995,-0.011,1.019
2020-07-29 9:7:35.9530,0.201,1.002,-0.003,1.022
2020-07-29 9:7:35.9960,0.237,1.045,-0.027,1.072
2020-07-29 9:7:35.9960,0.237,1.045,-0.027,1.072
2020-07-29 9:7:35.9960,0.237,1.045,-0.027,1.072
2020-07-29 9:7:35.9960,0.237,1.045,-0.027,1.072
2020-07-29 9:7:36.0030,0.216,1.06,0.032,1.082
2020-07-29 9:7:36.0130,0.192,1.078,0.091,1.099
2020-07-29 9:7:36.0230,0.195,1.117,0.135,1.142
2020-07-29 9:7:36.0340,0.216,1.216,0.165,1.246
2020-07-29 9:7:36.0430,0.224,1.18,0.142,1.209
2020-07-29 9:7:36.0530,0.233,1.264,0.12,1.291
2020-07-29 9:7:36.0930,0.515,1.588,-0.058,1.67
2020-07-29 9:7:36.0940,0.515,1.588,-0.058,1.67
2020-07-29 9:7:36.0940,0.515,1.588,-0.058,1.67
2020-07-29 9:7:36.0940,0.515,1.588,-0.058,1.67
2020-07-29 9:7:36.1030,0.595,1.68,-0.073,1.784
2020-07-29 9:7:36.1130,0.61,1.751,0.095,1.857
2020-07-29 9:7:36.1230,0.537,1.884,0.275,1.978
2020-07-29 9:7:36.1330,0.56,1.958,0.379,2.071
2020-07-29 9:7:36.1430,0.545,2.179,0.475,2.296
2020-07-29 9:7:36.1530,0.201,2.464,0.525,2.527
2020-07-29 9:7:36.1930,0.074,3.777,0.313,3.791
2020-07-29 9:7:36.1940,0.074,3.777,0.313,3.791
2020-07-29 9:7:36.1940,0.074,3.777,0.313,3.791
2020-07-29 9:7:36.1940,0.074,3.777,0.313,3.791
2020-07-29 9:7:36.2030,0.431,2.719,1.038,2.942
2020-07-29 9:7:36.2130,1.039,1.569,1.019,2.14
2020-07-29 9:7:36.2230,0.704,1.04,0.788,1.483
2020-07-29 9:7:36.2330,0.318,1.37,0.383,1.458
2020-07-29 9:7:36.2430,0.526,1.695,0.349,1.809
2020-07-29 9:7:36.2530,0.815,1.872,0.353,2.072
2020-07-29 9:7:36.2950,0.455,0.834,0.14,0.96
2020-07-29 9:7:36.2950,0.455,0.834,0.14,0.96
2020-07-29 9:7:36.2950,0.455,0.834,0.14,0.96
2020-07-29 9:7:36.2950,0.455,0.834,0.14,0.96
2020-07-29 9:7:36.3020,0.506,0.646,0.075,0.824
2020-07-29 9:7:36.3120,0.506,0.48,0.04,0.699
2020-07-29 9:7:36.3220,0.519,0.395,0.031,0.653
2020-07-29 9:7:36.3330,0.548,0.386,0.01,0.67
2020-07-29 9:7:36.3420,0.584,0.352,-0.043,0.683
2020-07-29 9:7:36.3520,0.617,0.325,-0.134,0.71
2020-07-29 9:7:36.3910,0.682,0.198,-0.183,0.733
2020-07-29 9:7:36.3910,0.682,0.198,-0.183,0.733
2020-07-29 9:7:36.3910,0.682,0.198,-0.183,0.733
2020-07-29 9:7:36.3930,0.652,0.194,-0.129,0.692
2020-07-29 9:7:36.4020,0.614,0.222,-0.059,0.656
2020-07-29 9:7:36.4120,0.579,0.283,-0.012,0.645
2020-07-29 9:7:36.4220,0.578,0.344,0.024,0.673
2020-07-29 9:7:36.4320,0.572,0.369,0.058,0.683
2020-07-29 9:7:36.4420,0.559,0.409,0.093,0.699
2020-07-29 9:7:36.4520,0.549,0.469,0.137,0.735
2020-07-29 9:7:36.4950,0.31,0.805,0.243,0.896
2020-07-29 9:7:36.4950,0.31,0.805,0.243,0.896
2020-07-29 9:7:36.4960,0.31,0.805,0.243,0.896
2020-07-29 9:7:36.4960,0.31,0.805,0.243,0.896
2020-07-29 9:7:36.5020,0.233,0.864,0.223,0.922
2020-07-29 9:7:36.5120,0.141,0.962,0.191,0.991
2020-07-29 9:7:36.5220,0.018,1.092,0.129,1.1
2020-07-29 9:7:36.5320,-0.137,1.246,0.054,1.255
2020-07-29 9:7:36.5420,-0.346,1.372,-0.024,1.415
2020-07-29 9:7:36.5520,-0.622,1.529,-0.104,1.654
2020-07-29 9:7:36.5910,-1.465,1.901,-0.307,2.42
2020-07-29 9:7:36.5910,-1.465,1.901,-0.307,2.42
2020-07-29 9:7:36.5910,-1.726,2.034,-0.343,2.69
2020-07-29 9:7:36.5930,-1.726,2.034,-0.343,2.69
2020-07-29 9:7:36.6020,-1.95,2.083,-0.354,2.875
2020-07-29 9:7:36.6110,-2.089,1.993,-0.386,2.913
2020-07-29 9:7:36.6220,-2.147,1.831,-0.422,2.853
2020-07-29 9:7:36.6320,-2.167,1.742,-0.43,2.813
2020-07-29 9:7:36.6410,-2.195,1.695,-0.37,2.798
2020-07-29 9:7:36.6510,-2.204,1.558,-0.277,2.713
2020-07-29 9:7:36.6910,-3.361,3.893,0.032,5.143
2020-07-29 9:7:36.6910,-4.231,0.14,0.803,4.309
2020-07-29 9:7:36.6910,-4.231,0.14,0.803,4.309
2020-07-29 9:7:36.6930,-4.231,0.14,0.803,4.309
2020-07-29 9:7:36.7010,-1.401,-0.097,0.821,1.627
2020-07-29 9:7:36.7110,1.867,3.007,0.391,3.561
2020-07-29 9:7:36.7210,2.779,0.925,0.626,2.995
2020-07-29 9:7:36.7310,2.276,0.958,-0.06,2.47
2020-07-29 9:7:36.7410,0.723,1.126,-0.901,1.613
2020-07-29 9:7:36.7510,-0.579,0.583,-1.124,1.392
2020-07-29 9:7:36.7930,-0.049,1.143,0.552,1.27
2020-07-29 9:7:36.7930,-0.049,1.143,0.552,1.27
2020-07-29 9:7:36.7930,-0.049,1.143,0.552,1.27
2020-07-29 9:7:36.7930,-0.049,1.143,0.552,1.27
2020-07-29 9:7:36.8010,0.319,1.015,0.18,1.079
2020-07-29 9:7:36.8110,0.567,0.958,-0.221,1.135
2020-07-29 9:7:36.8210,0.513,0.979,-0.276,1.139
2020-07-29 9:7:36.8310,0.44,0.993,-0.03,1.087
2020-07-29 9:7:36.8410,0.327,0.975,0.112,1.034
2020-07-29 9:7:36.8510,0.231,0.946,0.123,0.982
2020-07-29 9:7:36.8900,0.304,0.96,0.076,1.01
2020-07-29 9:7:36.8910,0.303,0.959,0.076,1.009
2020-07-29 9:7:36.8910,0.303,0.959,0.076,1.009
2020-07-29 9:7:36.8920,0.303,0.959,0.076,1.009
2020-07-29 9:7:36.9010,0.305,0.943,0.058,0.993
2020-07-29 9:7:36.9100,0.285,0.945,0.072,0.99
2020-07-29 9:7:36.9210,0.304,0.952,0.081,1.003
2020-07-29 9:7:36.9310,0.326,0.957,0.059,1.013
2020-07-29 9:7:36.9410,0.333,0.943,0.027,1.0
2020-07-29 9:7:36.9510,0.333,0.957,0.029,1.014
2020-07-29 9:7:36.9940,0.342,0.967,0.053,1.027
2020-07-29 9:7:36.9940,0.342,0.967,0.053,1.027
2020-07-29 9:7:36.9940,0.342,0.967,0.053,1.027
2020-07-29 9:7:36.9950,0.342,0.967,0.053,1.027
2020-07-29 9:7:37.0010,0.35,0.965,0.039,1.027
2020-07-29 9:7:37.0100,0.338,0.957,0.044,1.016
2020-07-29 9:7:37.0200,0.348,0.961,0.064,1.024
2020-07-29 9:7:37.0310,0.341,0.971,0.096,1.034
2020-07-29 9:7:37.0400,0.319,0.964,0.111,1.021
2020-07-29 9:7:37.0510,0.321,0.967,0.123,1.026
2020-07-29 9:7:37.0880,0.336,0.975,0.129,1.039
2020-07-29 9:7:37.0880,0.336,0.975,0.129,1.039
2020-07-29 9:7:37.0890,0.336,0.975,0.129,1.039
2020-07-29 9:7:37.0900,0.312,0.952,0.114,1.008
2020-07-29 9:7:37.1000,0.349,0.996,0.077,1.058
2020-07-29 9:7:37.1100,0.33,0.963,0.108,1.024
2020-07-29 9:7:37.1200,0.294,0.967,0.08,1.014
2020-07-29 9:7:37.1300,0.327,0.977,0.075,1.033
2020-07-29 9:7:37.1400,0.35,1.022,0.099,1.085
2020-07-29 9:7:37.1500,0.287,0.978,0.163,1.032
2020-07-29 9:7:37.1950,0.29,1.009,0.035,1.05
2020-07-29 9:7:37.1950,0.29,1.009,0.035,1.05
2020-07-29 9:7:37.1950,0.29,1.009,0.035,1.05
2020-07-29 9:7:37.1960,0.29,1.009,0.035,1.05
2020-07-29 9:7:37.2000,0.29,1.039,0.074,1.081
2020-07-29 9:7:37.2100,0.277,1.077,0.142,1.121
2020-07-29 9:7:37.2200,0.257,1.103,0.174,1.146
2020-07-29 9:7:37.2300,0.258,1.112,0.171,1.154
2020-07-29 9:7:37.2400,0.261,1.183,0.156,1.221
2020-07-29 9:7:37.2500,0.294,1.248,0.177,1.294
2020-07-29 9:7:37.2900,0.406,1.364,0.085,1.426
2020-07-29 9:7:37.2900,0.406,1.364,0.085,1.426
2020-07-29 9:7:37.2900,0.406,1.364,0.085,1.426
2020-07-29 9:7:37.2910,0.406,1.364,0.085,1.426
2020-07-29 9:7:37.3000,0.488,1.407,0.017,1.489
2020-07-29 9:7:37.3090,0.631,1.587,-0.076,1.71
2020-07-29 9:7:37.3200,0.613,1.783,0.131,1.89
2020-07-29 9:7:37.3290,0.526,1.755,0.543,1.911
2020-07-29 9:7:37.3390,0.488,1.901,0.639,2.064
2020-07-29 9:7:37.3490,0.515,1.906,0.577,2.057
2020-07-29 9:7:37.3910,0.494,2.324,0.337,2.4
2020-07-29 9:7:37.3910,0.494,2.324,0.337,2.4
2020-07-29 9:7:37.3910,0.494,2.324,0.337,2.4
2020-07-29 9:7:37.3910,0.494,2.324,0.337,2.4
2020-07-29 9:7:37.3990,0.094,2.638,0.255,2.652
2020-07-29 9:7:37.4090,-0.336,2.836,0.14,2.859
2020-07-29 9:7:37.4190,-0.395,2.932,0.167,2.963
2020-07-29 9:7:37.4290,0.018,2.223,0.394,2.258
2020-07-29 9:7:37.4390,0.641,0.959,0.626,1.312
2020-07-29 9:7:37.4490,0.36,1.081,0.479,1.236
2020-07-29 9:7:37.4880,0.951,1.688,0.254,1.954
2020-07-29 9:7:37.4880,0.951,1.688,0.254,1.954
2020-07-29 9:7:37.4890,0.951,1.688,0.254,1.954
2020-07-29 9:7:37.4900,0.833,1.488,0.17,1.714
2020-07-29 9:7:37.4990,0.673,1.298,0.095,1.465
2020-07-29 9:7:37.5090,0.599,1.075,-0.025,1.231
2020-07-29 9:7:37.5190,0.594,0.848,-0.085,1.039
2020-07-29 9:7:37.5290,0.603,0.623,-0.103,0.873
2020-07-29 9:7:37.5390,0.599,0.512,-0.081,0.792
2020-07-29 9:7:37.5490,0.601,0.494,-0.027,0.778
2020-07-29 9:7:37.5880,0.515,0.372,0.029,0.636
2020-07-29 9:7:37.5880,0.515,0.372,0.029,0.636
2020-07-29 9:7:37.5880,0.515,0.372,0.029,0.636
2020-07-29 9:7:37.5900,0.523,0.337,0.034,0.623
2020-07-29 9:7:37.5990,0.51,0.311,0.054,0.6
2020-07-29 9:7:37.6080,0.467,0.294,0.091,0.559
2020-07-29 9:7:37.6190,0.44,0.316,0.138,0.559
2020-07-29 9:7:37.6290,0.441,0.384,0.164,0.607
2020-07-29 9:7:37.6390,0.459,0.452,0.153,0.662
2020-07-29 9:7:37.6490,0.489,0.503,0.13,0.713
2020-07-29 9:7:37.6890,0.527,0.658,0.195,0.865
2020-07-29 9:7:37.6900,0.527,0.658,0.195,0.865
2020-07-29 9:7:37.6900,0.527,0.658,0.195,0.865
2020-07-29 9:7:37.6900,0.527,0.658,0.195,0.865
2020-07-29 9:7:37.6980,0.485,0.713,0.236,0.894
2020-07-29 9:7:37.7080,0.424,0.798,0.272,0.944
2020-07-29 9:7:37.7180,0.367,0.887,0.312,1.009
2020-07-29 9:7:37.7280,0.317,1.014,0.32,1.11
2020-07-29 9:7:37.7380,0.229,1.129,0.286,1.187
2020-07-29 9:7:37.7480,0.113,1.187,0.238,1.216
2020-07-29 9:7:37.7910,-0.616,1.808,-0.116,1.914
2020-07-29 9:7:37.7920,-0.616,1.808,-0.116,1.914
2020-07-29 9:7:37.7920,-0.616,1.808,-0.116,1.914
2020-07-29 9:7:37.7920,-0.616,1.808,-0.116,1.914
2020-07-29 9:7:37.7980,-0.937,1.972,-0.175,2.19
2020-07-29 9:7:37.8080,-1.26,2.059,-0.242,2.426
2020-07-29 9:7:37.8180,-1.554,2.104,-0.298,2.633
2020-07-29 9:7:37.8280,-1.799,2.116,-0.33,2.797
2020-07-29 9:7:37.8380,-2.014,2.109,-0.359,2.938
2020-07-29 9:7:37.8480,-2.246,1.969,-0.372,3.01
2020-07-29 9:7:37.8870,-2.487,1.47,-0.311,2.906
2020-07-29 9:7:37.8870,-2.487,1.47,-0.311,2.906
2020-07-29 9:7:37.8870,-2.487,1.47,-0.311,2.906
2020-07-29 9:7:37.8890,-2.367,1.937,-0.241,3.068
2020-07-29 9:7:37.8980,-2.835,3.775,0.073,4.722
2020-07-29 9:7:37.9080,-2.872,1.289,0.962,3.292
2020-07-29 9:7:37.9180,-2.032,1.495,0.821,2.653
2020-07-29 9:7:37.9270,-0.384,0.66,0.493,0.909
2020-07-29 9:7:37.9380,0.446,1.546,0.383,1.654
2020-07-29 9:7:37.9480,0.079,1.437,-0.602,1.56
2020-07-29 9:7:37.9840,0.362,0.978,0.078,1.046
2020-07-29 9:7:37.9850,0.362,0.978,0.078,1.046
2020-07-29 9:7:37.9850,0.362,0.978,0.078,1.046
2020-07-29 9:7:37.9870,-0.021,1.007,0.058,1.009
2020-07-29 9:7:37.9970,-0.152,0.94,-0.155,0.965
2020-07-29 9:7:38.0070,0.068,0.999,-0.033,1.002
2020-07-29 9:7:38.0170,0.4,1.044,-0.112,1.124
2020-07-29 9:7:38.0270,0.385,1.017,-0.254,1.117
2020-07-29 9:7:38.0380,0.273,0.982,-0.199,1.038
2020-07-29 9:7:38.0470,0.235,0.959,-0.09,0.991
2020-07-29 9:7:38.0910,0.289,0.985,-0.055,1.028
2020-07-29 9:7:38.0920,0.289,0.985,-0.055,1.028
2020-07-29 9:7:38.0920,0.289,0.985,-0.055,1.028
2020-07-29 9:7:38.0920,0.289,0.985,-0.055,1.028
2020-07-29 9:7:38.0970,0.282,0.995,-0.08,1.037
2020-07-29 9:7:38.1070,0.26,0.981,-0.069,1.017
2020-07-29 9:7:38.1170,0.244,0.983,-0.016,1.013
2020-07-29 9:7:38.1270,0.23,0.984,-0.013,1.011
2020-07-29 9:7:38.1370,0.241,0.979,-0.038,1.009
2020-07-29 9:7:38.1470,0.245,0.982,-0.022,1.012
2020-07-29 9:7:38.1890,0.248,0.988,-0.029,1.019
2020-07-29 9:7:38.1890,0.248,0.988,-0.029,1.019
2020-07-29 9:7:38.1890,0.248,0.988,-0.029,1.019
