time,gFx,gFy,gFz,TgF
5.513000,-0.0010,0.9458,-0.1277,0.918
5.521000,-0.0430,0.9517,-0.1403,0.930
5.533000,-0.1172,0.9595,-0.1638,0.953
5.541000,-0.1172,0.9654,-0.1471,0.956
5.551000,-0.1309,0.9703,-0.1442,0.963
5.567000,-0.1036,0.9693,-0.1471,0.957
5.571000,-0.0772,0.9820,-0.1716,0.969
5.582000,-0.0978,0.9566,-0.2127,0.957
5.595000,-0.1456,0.9312,-0.2507,0.952
5.601000,-0.1603,0.9517,-0.2507,0.975
5.612000,-0.1300,0.9635,-0.2146,0.970
5.621000,-0.1134,0.9635,-0.1970,0.963
5.631000,-0.1183,0.9635,-0.1902,0.962
5.644000,-0.1144,0.9517,-0.1794,0.948
5.651000,-0.1437,0.9468,-0.1696,0.948
5.662000,-0.1378,0.9624,-0.1491,0.958
5.671000,-0.1476,0.9742,-0.1628,0.973
5.682000,-0.1730,0.9712,-0.1892,0.982
5.693000,-0.1476,0.9586,-0.1853,0.963
5.701000,-0.1358,0.9654,-0.1902,0.968
5.712000,-0.1134,0.9576,-0.1999,0.958
5.721000,-0.1016,0.9479,-0.2067,0.948
5.732000,-0.1036,0.9556,-0.2029,0.955
5.742000,-0.0713,0.9527,-0.1774,0.941
5.751000,-0.0899,0.9517,-0.1520,0.938
5.762000,-0.1417,0.9507,-0.1716,0.951
5.771000,-0.1759,0.9527,-0.1677,0.961
5.784000,-0.1779,0.9673,-0.1569,0.973
5.792000,-0.1495,0.9722,-0.1256,0.966
5.801000,-0.1270,0.9654,-0.1266,0.955
5.812000,-0.1202,0.9624,-0.1531,0.955
5.824000,-0.1241,0.9556,-0.1510,0.948
5.831000,-0.1339,0.9654,-0.1638,0.962
5.842000,-0.1417,0.9586,-0.1531,0.955
5.851000,-0.1486,0.9566,-0.1422,0.953
5.861000,-0.1612,0.9635,-0.1520,0.964
5.879000,-0.1456,0.9566,-0.1198,0.949
5.881000,-0.1710,0.9468,-0.1286,0.947
5.895000,-0.1896,0.9586,-0.1149,0.961
5.902000,-0.1828,0.9663,-0.1022,0.965
5.911000,-0.1544,0.9644,-0.1012,0.956
5.922000,-0.1446,0.9654,-0.1119,0.956
5.933000,-0.1144,0.9654,-0.0954,0.948
5.942000,-0.1172,0.9624,-0.1188,0.949
5.951000,-0.1456,0.9576,-0.1442,0.954
5.962000,-0.1535,0.9663,-0.1491,0.965
5.979000,-0.1427,0.9673,-0.1462,0.963
5.990000,-0.1212,0.9673,-0.1277,0.955
5.993000,-0.1114,0.9733,-0.1208,0.958
6.002000,-0.0704,0.9791,-0.1032,0.955
6.012000,-0.0596,0.9615,-0.1119,0.937
6.023000,-0.0841,0.9605,-0.1217,0.941
6.031000,-0.1007,0.9742,-0.1286,0.958
6.041000,-0.1027,0.9761,-0.1188,0.959
6.053000,-0.1007,0.9644,-0.1091,0.946
6.062000,-0.1114,0.9624,-0.1070,0.946
6.073000,-0.0978,0.9761,-0.1012,0.956
6.081000,-0.0841,0.9801,-0.1022,0.958
6.095000,-0.0811,0.9801,-0.1061,0.958
6.108000,-0.0811,0.9752,-0.1070,0.953
6.112000,-0.0606,0.9742,-0.1032,0.949
6.123000,-0.0391,0.9791,-0.0914,0.949
6.131000,-0.0342,0.9712,-0.0816,0.940
6.141000,-0.0684,0.9654,-0.1022,0.941
6.155000,-0.1095,0.9654,-0.1159,0.950
6.161000,-0.1281,0.9722,-0.1179,0.960
6.172000,-0.1221,0.9869,-0.1070,0.972
6.181000,-0.1027,0.9752,-0.0914,0.955
6.192000,-0.0938,0.9644,-0.0797,0.942
6.205000,-0.1104,0.9517,-0.0758,0.932
6.212000,-0.1290,0.9556,-0.0758,0.939
6.222000,-0.1524,0.9644,-0.0748,0.953
6.234000,-0.1622,0.9693,-0.0846,0.961
6.242000,-0.1544,0.9712,-0.0816,0.961
6.251000,-0.1309,0.9712,-0.0856,0.956
6.263000,-0.1261,0.9693,-0.0983,0.954
6.291000,-0.1144,0.9742,-0.0846,0.955
6.294000,-0.1123,0.9733,-0.0905,0.955
6.295000,-0.1192,0.9576,-0.0973,0.942
6.302000,-0.1251,0.9635,-0.1130,0.950
6.312000,-0.1065,0.9673,-0.1081,0.950
6.323000,-0.0880,0.9761,-0.0886,0.953
6.335000,-0.0733,0.9693,-0.0856,0.944
6.341000,-0.0704,0.9635,-0.0758,0.936
6.353000,-0.0938,0.9712,-0.0895,0.949
6.361000,-0.1232,0.9722,-0.1081,0.958
6.378000,-0.0958,0.9840,-0.1022,0.964
6.382000,-0.0782,0.9810,-0.0837,0.956
6.391000,-0.0811,0.9654,-0.0768,0.940
6.401000,-0.0997,0.9615,-0.1002,0.942
6.412000,-0.1104,0.9693,-0.1061,0.952
6.422000,-0.1232,0.9693,-0.0954,0.954
6.433000,-0.1319,0.9673,-0.1081,0.955
6.441000,-0.1183,0.9742,-0.1051,0.958
6.451000,-0.0987,0.9693,-0.0905,0.948
6.469000,-0.0704,0.9663,-0.0739,0.939
6.479000,-0.0880,0.9635,-0.0709,0.939
6.485000,-0.0987,0.9684,-0.0895,0.947
6.491000,-0.0899,0.9781,-0.0816,0.954
6.503000,-0.0821,0.9733,-0.0846,0.949
6.512000,-0.0684,0.9733,-0.0993,0.948
6.521000,-0.0674,0.9693,-0.0944,0.944
6.531000,-0.0713,0.9693,-0.0983,0.945
6.541000,-0.0831,0.9684,-0.1149,0.948
6.551000,-0.0792,0.9673,-0.0924,0.943
6.569000,-0.0978,0.9781,-0.1061,0.959
6.579000,-0.0880,0.9771,-0.1061,0.956
6.584000,-0.0821,0.9761,-0.0944,0.953
6.592000,-0.0860,0.9733,-0.0924,0.950
6.601000,-0.0762,0.9771,-0.0886,0.952
6.615000,-0.0869,0.9742,-0.1070,0.953
6.621000,-0.1104,0.9684,-0.1277,0.954
6.631000,-0.1163,0.9712,-0.1237,0.958
6.643000,-0.1085,0.9733,-0.1198,0.958
6.651000,-0.0831,0.9703,-0.0973,0.947
6.667000,-0.0811,0.9752,-0.0963,0.952
6.676000,-0.0918,0.9722,-0.0876,0.950
6.682000,-0.1085,0.9693,-0.0993,0.951
6.693000,-0.1036,0.9684,-0.0973,0.949
6.701000,-0.1232,0.9733,-0.1061,0.959
6.711000,-0.1192,0.9742,-0.1110,0.959
6.721000,-0.1085,0.9761,-0.1130,0.959
6.731000,-0.1134,0.9693,-0.1159,0.954
6.742000,-0.1398,0.9712,-0.1413,0.965
6.751000,-0.1378,0.9654,-0.1335,0.958
6.762000,-0.1251,0.9673,-0.1070,0.953
6.771000,-0.1202,0.9712,-0.1100,0.957
6.782000,-0.1007,0.9733,-0.1042,0.954
6.793000,-0.0811,0.9693,-0.0865,0.945
6.801000,-0.0948,0.9624,-0.0876,0.941
6.811000,-0.1153,0.9693,-0.1091,0.954
6.825000,-0.1270,0.9663,-0.1032,0.952
6.831000,-0.1221,0.9752,-0.1119,0.961
6.843000,-0.1076,0.9712,-0.0993,0.953
6.851000,-0.0978,0.9722,-0.1091,0.953
6.862000,-0.1046,0.9663,-0.1149,0.949
6.880000,-0.1163,0.9722,-0.1091,0.957
6.882000,-0.0997,0.9742,-0.1042,0.955
6.900000,-0.1016,0.9684,-0.1140,0.951
6.902000,-0.0978,0.9712,-0.1149,0.953
6.911000,-0.0987,0.9733,-0.1149,0.955
6.923000,-0.1027,0.9722,-0.1247,0.956
6.931000,-0.1046,0.9673,-0.1168,0.951
6.942000,-0.1104,0.9615,-0.1198,0.947
6.951000,-0.1095,0.9673,-0.1228,0.952
6.961000,-0.1095,0.9693,-0.1188,0.954
6.978000,-0.1046,0.9663,-0.1179,0.950
6.987000,-0.1027,0.9673,-0.1198,0.951
6.992000,-0.1036,0.9693,-0.1140,0.952
7.002000,-0.0978,0.9703,-0.1168,0.952
7.011000,-0.0958,0.9654,-0.1119,0.947
7.022000,-0.0831,0.9703,-0.0993,0.948
7.031000,-0.0938,0.9712,-0.1100,0.952
7.042000,-0.0987,0.9781,-0.1149,0.960
7.055000,-0.0958,0.9742,-0.1228,0.957
7.061000,-0.0890,0.9733,-0.1247,0.955
7.073000,-0.0850,0.9644,-0.1462,0.949
7.081000,-0.0918,0.9586,-0.1550,0.946
7.093000,-0.0869,0.9703,-0.1471,0.955
7.106000,-0.0967,0.9742,-0.1491,0.961
7.111000,-0.0792,0.9703,-0.1433,0.953
7.123000,-0.0684,0.9644,-0.1335,0.944
7.131000,-0.0440,0.9722,-0.1217,0.947
7.141000,-0.0450,0.9663,-0.1266,0.942
7.155000,-0.0557,0.9693,-0.1345,0.947
7.161000,-0.0743,0.9703,-0.1422,0.952
7.171000,-0.0987,0.9663,-0.1520,0.954
7.181000,-0.1104,0.9654,-0.1482,0.955
7.194000,-0.1027,0.9703,-0.1422,0.957
7.203000,-0.0997,0.9693,-0.1315,0.954
7.211000,-0.0967,0.9684,-0.1198,0.951
7.223000,-0.0772,0.9703,-0.1179,0.949
7.233000,-0.0723,0.9635,-0.1061,0.940
7.241000,-0.0801,0.9684,-0.1237,0.948
7.255000,-0.0841,0.9722,-0.1403,0.955
7.261000,-0.0841,0.9733,-0.1413,0.957
7.271000,-0.0918,0.9684,-0.1413,0.953
7.290000,-0.0762,0.9722,-0.1198,0.951
7.299000,-0.0713,0.9673,-0.1208,0.946
7.301000,-0.0752,0.9663,-0.1217,0.945
7.312000,-0.0831,0.9673,-0.1315,0.949
7.322000,-0.0880,0.9693,-0.1354,0.952
7.334000,-0.1114,0.9693,-0.1305,0.956
7.341000,-0.1114,0.9663,-0.1256,0.952
7.351000,-0.1055,0.9635,-0.1277,0.949
7.361000,-0.0890,0.9576,-0.1081,0.937
7.374000,-0.0801,0.9635,-0.1110,0.942
7.383000,-0.0615,0.9673,-0.1081,0.943
7.391000,-0.0713,0.9742,-0.1061,0.950
7.401000,-0.0792,0.9703,-0.1247,0.950
7.411000,-0.1065,0.9703,-0.1394,0.957
7.422000,-0.1085,0.9654,-0.1403,0.953
7.433000,-0.1016,0.9654,-0.1277,0.950
7.442000,-0.1007,0.9684,-0.1324,0.953
7.454000,-0.0987,0.9684,-0.1354,0.953
7.465000,-0.1065,0.9654,-0.1198,0.950
7.472000,-0.1172,0.9624,-0.1256,0.950
7.491000,-0.1183,0.9684,-0.1256,0.956
7.493000,-0.1123,0.9693,-0.1159,0.954
7.502000,-0.0967,0.9635,-0.1140,0.945
7.514000,-0.0841,0.9586,-0.1198,0.939
7.522000,-0.0929,0.9615,-0.1354,0.946
7.532000,-0.0880,0.9703,-0.1384,0.954
7.542000,-0.0967,0.9712,-0.1364,0.956
7.551000,-0.1055,0.9712,-0.1531,0.960
7.568000,-0.0987,0.9722,-0.1471,0.959
7.576000,-0.0890,0.9635,-0.1413,0.948
7.583000,-0.0938,0.9654,-0.1305,0.949
7.591000,-0.1027,0.9684,-0.1345,0.954
7.601000,-0.1232,0.9663,-0.1422,0.957
7.616000,-0.1300,0.9693,-0.1373,0.961
7.632000,-0.1172,0.9673,-0.1266,0.954
7.634000,-0.0978,0.9693,-0.1217,0.952
7.646000,-0.0918,0.9693,-0.1305,0.952
7.652000,-0.0801,0.9673,-0.1364,0.949
7.662000,-0.0762,0.9712,-0.1354,0.952
7.672000,-0.0723,0.9663,-0.1403,0.948
7.682000,-0.0899,0.9644,-0.1394,0.949
7.701000,-0.0880,0.9654,-0.1373,0.949
7.709000,-0.0918,0.9693,-0.1256,0.952
7.713000,-0.0811,0.9673,-0.1228,0.948
7.722000,-0.0821,0.9693,-0.1140,0.948
7.732000,-0.0890,0.9635,-0.1070,0.943
7.749000,-0.0850,0.9673,-0.1091,0.946
7.752000,-0.1046,0.9624,-0.1149,0.946
7.769000,-0.1095,0.9684,-0.1237,0.954
7.773000,-0.1036,0.9684,-0.1305,0.953
7.781000,-0.1153,0.9684,-0.1286,0.955
7.792000,-0.1212,0.9684,-0.1315,0.957
7.809000,-0.1183,0.9693,-0.1305,0.957
7.812000,-0.1251,0.9663,-0.1286,0.955
7.830000,-0.1016,0.9703,-0.1188,0.953
7.836000,-0.0948,0.9684,-0.1179,0.950
7.854000,-0.0743,0.9654,-0.1130,0.943
7.857000,-0.0762,0.9663,-0.1228,0.946
7.864000,-0.0811,0.9673,-0.1384,0.950
7.882000,-0.0929,0.9673,-0.1403,0.952
7.884000,-0.1055,0.9644,-0.1384,0.951
7.896000,-0.0967,0.9712,-0.1228,0.954
7.902000,-0.0909,0.9654,-0.1228,0.947
7.914000,-0.1046,0.9663,-0.1217,0.950
7.922000,-0.0948,0.9693,-0.1237,0.952
7.932000,-0.0978,0.9703,-0.1208,0.953
7.941000,-0.1007,0.9644,-0.1159,0.947
7.951000,-0.0958,0.9673,-0.1198,0.950
7.961000,-0.1153,0.9722,-0.1345,0.960
7.971000,-0.1036,0.9712,-0.1277,0.956
7.981000,-0.1007,0.9693,-0.1345,0.954
7.991000,-0.0967,0.9703,-0.1315,0.954
8.001000,-0.0987,0.9722,-0.1324,0.957
8.015000,-0.0978,0.9663,-0.1217,0.949
8.022000,-0.1076,0.9663,-0.1354,0.953
8.031000,-0.0841,0.9703,-0.1237,0.951
8.042000,-0.0948,0.9703,-0.1345,0.954
8.055000,-0.0929,0.9712,-0.1277,0.954
8.061000,-0.0948,0.9684,-0.1403,0.953
8.072000,-0.1046,0.9742,-0.1433,0.961
8.081000,-0.0958,0.9693,-0.1384,0.954
8.091000,-0.0762,0.9703,-0.1266,0.950
8.108000,-0.0655,0.9663,-0.1091,0.942
8.111000,-0.0626,0.9703,-0.1217,0.947
8.121000,-0.0674,0.9693,-0.1159,0.946
8.131000,-0.0733,0.9712,-0.1345,0.952
8.141000,-0.0967,0.9693,-0.1364,0.954
8.153000,-0.1085,0.9673,-0.1413,0.955
8.161000,-0.1016,0.9673,-0.1324,0.952
8.171000,-0.0890,0.9722,-0.1345,0.955
8.181000,-0.0792,0.9703,-0.1228,0.950
8.191000,-0.0743,0.9684,-0.1091,0.946
8.207000,-0.0684,0.9722,-0.1100,0.949
8.211000,-0.0733,0.9673,-0.1168,0.945
8.222000,-0.0958,0.9605,-0.1277,0.944
8.231000,-0.0938,0.9712,-0.1364,0.955
8.241000,-0.1055,0.9673,-0.1354,0.954
8.252000,-0.1055,0.9624,-0.1335,0.949
8.261000,-0.0987,0.9712,-0.1335,0.956
8.271000,-0.0792,0.9722,-0.1198,0.952
8.285000,-0.0821,0.9654,-0.1324,0.947
8.291000,-0.0987,0.9673,-0.1286,0.951
8.301000,-0.0938,0.9742,-0.1315,0.958
8.311000,-0.1027,0.9712,-0.1305,0.956
8.322000,-0.0811,0.9684,-0.1188,0.948
8.335000,-0.0792,0.9703,-0.1228,0.950
8.341000,-0.0743,0.9635,-0.1394,0.945
8.352000,-0.0636,0.9684,-0.1217,0.946
8.361000,-0.0655,0.9722,-0.1188,0.949
8.371000,-0.0880,0.9684,-0.1354,0.952
8.383000,-0.0929,0.9712,-0.1413,0.956
8.391000,-0.0850,0.9644,-0.1364,0.947
8.401000,-0.0743,0.9663,-0.1373,0.948
8.411000,-0.0723,0.9663,-0.1159,0.944
8.426000,-0.0752,0.9733,-0.1324,0.954
8.432000,-0.0831,0.9663,-0.1345,0.949
8.441000,-0.0782,0.9654,-0.1422,0.948
8.452000,-0.0821,0.9684,-0.1335,0.950
8.463000,-0.0811,0.9703,-0.1394,0.953
8.471000,-0.0841,0.9712,-0.1305,0.953
8.482000,-0.0918,0.9624,-0.1315,0.946
8.491000,-0.0841,0.9673,-0.1237,0.948
8.502000,-0.0792,0.9752,-0.1237,0.955
8.519000,-0.0801,0.9703,-0.1208,0.950
8.532000,-0.0958,0.9635,-0.1384,0.949
8.534000,-0.0958,0.9635,-0.1384,0.949
8.541000,-0.0958,0.9673,-0.1413,0.953
8.551000,-0.0938,0.9703,-0.1324,0.954
8.563000,-0.0918,0.9663,-0.1373,0.950
8.571000,-0.0880,0.9635,-0.1266,0.945
8.581000,-0.0801,0.9673,-0.1324,0.949
8.591000,-0.0948,0.9673,-0.1324,0.951
8.601000,-0.0948,0.9673,-0.1403,0.952
8.618000,-0.0743,0.9615,-0.1286,0.942
8.621000,-0.0655,0.9663,-0.1256,0.945
8.632000,-0.0596,0.9684,-0.1188,0.945
8.642000,-0.0655,0.9712,-0.1315,0.950
8.651000,-0.0713,0.9733,-0.1335,0.953
8.662000,-0.0869,0.9712,-0.1394,0.955
8.671000,-0.0987,0.9684,-0.1491,0.956
8.682000,-0.0938,0.9722,-0.1413,0.957
8.694000,-0.0841,0.9722,-0.1335,0.954
8.701000,-0.0762,0.9703,-0.1140,0.948
8.712000,-0.0792,0.9586,-0.1188,0.938
8.721000,-0.0918,0.9742,-0.1277,0.957
8.733000,-0.1085,0.9663,-0.1403,0.954
8.749000,-0.1076,0.9663,-0.1501,0.955
8.751000,-0.0967,0.9742,-0.1364,0.959
8.761000,-0.0997,0.9654,-0.1364,0.951
8.771000,-0.0929,0.9712,-0.1403,0.956
8.782000,-0.0811,0.9673,-0.1335,0.949
8.793000,-0.0792,0.9654,-0.1217,0.945
8.801000,-0.0782,0.9703,-0.1159,0.949
8.813000,-0.0909,0.9663,-0.1198,0.948
8.826000,-0.1085,0.9644,-0.1345,0.951
8.831000,-0.1016,0.9722,-0.1286,0.957
8.841000,-0.1016,0.9693,-0.1324,0.954
8.851000,-0.1027,0.9693,-0.1315,0.954
8.862000,-0.0831,0.9693,-0.1354,0.952
8.873000,-0.0782,0.9635,-0.1315,0.945
8.881000,-0.0694,0.9663,-0.1305,0.946
8.893000,-0.0723,0.9673,-0.1305,0.947
8.901000,-0.0762,0.9673,-0.1324,0.948
8.912000,-0.0772,0.9673,-0.1364,0.949
8.929000,-0.0713,0.9791,-0.1277,0.958
8.932000,-0.0694,0.9752,-0.1286,0.954
8.942000,-0.0704,0.9791,-0.1237,0.957
8.951000,-0.0782,0.9693,-0.1315,0.950
8.962000,-0.0792,0.9693,-0.1237,0.949
8.975000,-0.1007,0.9703,-0.1384,0.956
8.981000,-0.1095,0.9684,-0.1442,0.957
8.992000,-0.1055,0.9673,-0.1433,0.955
9.001000,-0.0880,0.9703,-0.1315,0.953
9.017000,-0.0918,0.9644,-0.1277,0.947
9.024000,-0.0860,0.9722,-0.1217,0.953
9.031000,-0.0762,0.9684,-0.1247,0.948
9.041000,-0.0772,0.9752,-0.1130,0.953
9.054000,-0.0850,0.9703,-0.1345,0.953
9.062000,-0.0850,0.9693,-0.1345,0.952
9.074000,-0.0821,0.9703,-0.1286,0.951
9.081000,-0.0890,0.9733,-0.1364,0.957
9.092000,-0.0792,0.9712,-0.1217,0.951
9.103000,-0.0752,0.9635,-0.1247,0.943
9.111000,-0.0792,0.9684,-0.1159,0.947
9.127000,-0.0978,0.9654,-0.1237,0.949
9.134000,-0.1065,0.9673,-0.1305,0.953
9.141000,-0.1134,0.9635,-0.1335,0.951
9.155000,-0.1016,0.9733,-0.1324,0.958
9.162000,-0.1036,0.9742,-0.1354,0.960
9.172000,-0.0850,0.9654,-0.1228,0.946
9.181000,-0.0762,0.9673,-0.1266,0.947
9.192000,-0.0694,0.9644,-0.1140,0.942
9.209000,-0.0869,0.9644,-0.1305,0.947
9.213000,-0.0978,0.9684,-0.1335,0.953
9.222000,-0.0967,0.9684,-0.1531,0.956
9.231000,-0.0997,0.9733,-0.1403,0.959
9.241000,-0.0938,0.9684,-0.1384,0.953
9.254000,-0.0978,0.9635,-0.1452,0.950
9.261000,-0.0987,0.9733,-0.1324,0.958
9.272000,-0.1055,0.9693,-0.1335,0.955
9.285000,-0.1153,0.9654,-0.1442,0.955
9.291000,-0.1153,0.9654,-0.1324,0.953
9.301000,-0.0987,0.9693,-0.1228,0.952
9.311000,-0.0860,0.9693,-0.1130,0.949
9.323000,-0.0821,0.9673,-0.1315,0.949
9.334000,-0.0801,0.9644,-0.1345,0.946
9.341000,-0.0918,0.9684,-0.1324,0.952
9.352000,-0.0860,0.9712,-0.1442,0.955
9.361000,-0.0929,0.9722,-0.1384,0.957
9.372000,-0.0841,0.9644,-0.1256,0.946
9.386000,-0.0967,0.9722,-0.1324,0.956
9.391000,-0.0958,0.9673,-0.1228,0.950
9.401000,-0.0918,0.9663,-0.1277,0.949
9.411000,-0.0967,0.9644,-0.1228,0.947
9.422000,-0.0978,0.9624,-0.1324,0.947
9.437000,-0.1007,0.9684,-0.1403,0.954
9.441000,-0.0938,0.9673,-0.1315,0.951
9.453000,-0.0929,0.9684,-0.1286,0.951
9.464000,-0.0880,0.9663,-0.1277,0.948
9.471000,-0.0909,0.9712,-0.1179,0.952
9.482000,-0.0929,0.9673,-0.1119,0.948
9.491000,-0.1027,0.9654,-0.1373,0.951
9.501000,-0.0958,0.9703,-0.1247,0.953
9.519000,-0.0967,0.9693,-0.1305,0.953
9.522000,-0.1016,0.9684,-0.1354,0.954
9.532000,-0.0948,0.9712,-0.1286,0.954
9.541000,-0.0918,0.9693,-0.1217,0.951
9.551000,-0.0918,0.9635,-0.1208,0.945
9.565000,-0.0860,0.9712,-0.1335,0.954
9.571000,-0.1016,0.9684,-0.1315,0.953
9.581000,-0.0948,0.9684,-0.1403,0.953
9.591000,-0.0958,0.9712,-0.1403,0.956
9.601000,-0.0890,0.9722,-0.1354,0.955
9.618000,-0.0909,0.9712,-0.1364,0.955
9.624000,-0.0948,0.9712,-0.1403,0.956
9.631000,-0.0948,0.9684,-0.1345,0.953
9.641000,-0.0958,0.9673,-0.1247,0.950
9.651000,-0.0997,0.9693,-0.1315,0.954
9.664000,-0.0958,0.9673,-0.1345,0.952
9.671000,-0.0909,0.9693,-0.1217,0.951
9.682000,-0.0948,0.9722,-0.1266,0.955
9.694000,-0.1016,0.9684,-0.1403,0.955
9.701000,-0.0978,0.9663,-0.1305,0.950
9.717000,-0.1036,0.9635,-0.1315,0.949
9.724000,-0.0987,0.9654,-0.1315,0.950
9.731000,-0.0899,0.9703,-0.1237,0.952
9.745000,-0.0958,0.9644,-0.1286,0.948
9.751000,-0.0850,0.9654,-0.1168,0.945
9.762000,-0.0967,0.9733,-0.1324,0.957
9.771000,-0.1016,0.9673,-0.1335,0.953
9.781000,-0.0958,0.9693,-0.1354,0.954
9.794000,-0.1036,0.9684,-0.1422,0.955
9.801000,-0.1104,0.9663,-0.1324,0.953
9.812000,-0.1076,0.9644,-0.1315,0.951
9.821000,-0.1036,0.9654,-0.1228,0.949
9.831000,-0.0967,0.9644,-0.1305,0.948
9.844000,-0.1007,0.9673,-0.1335,0.952
9.851000,-0.1036,0.9673,-0.1394,0.954
9.861000,-0.0987,0.9684,-0.1354,0.953
9.872000,-0.0997,0.9663,-0.1373,0.952
9.881000,-0.1007,0.9673,-0.1394,0.953
9.892000,-0.0978,0.9663,-0.1394,0.952
9.901000,-0.0967,0.9654,-0.1345,0.950
9.911000,-0.0929,0.9663,-0.1277,0.949
9.932000,-0.0938,0.9712,-0.1277,0.954
9.933000,-0.1027,0.9684,-0.1266,0.953
9.945000,-0.1036,0.9644,-0.1266,0.949
9.951000,-0.1007,0.9663,-0.1256,0.950
9.962000,-0.0918,0.9684,-0.1208,0.950
9.974000,-0.0899,0.9703,-0.1168,0.951
9.981000,-0.0967,0.9684,-0.1286,0.952
9.992000,-0.0997,0.9673,-0.1354,0.953
10.001000,-0.1076,0.9722,-0.1413,0.960
10.011000,-0.1027,0.9663,-0.1345,0.952
10.028000,-0.0997,0.9644,-0.1110,0.946
10.039000,-0.0918,0.9684,-0.1315,0.952
10.041000,-0.0918,0.9615,-0.1149,0.943
10.051000,-0.0938,0.9654,-0.1237,0.948
10.061000,-0.1027,0.9673,-0.1277,0.952
10.073000,-0.1046,0.9684,-0.1373,0.955
10.082000,-0.1027,0.9673,-0.1364,0.953
10.092000,-0.0909,0.9673,-0.1179,0.948
10.104000,-0.0967,0.9673,-0.1277,0.951
10.112000,-0.1036,0.9624,-0.1256,0.947
10.128000,-0.1095,0.9624,-0.1315,0.949
10.138000,-0.1095,0.9673,-0.1237,0.953
10.145000,-0.1036,0.9654,-0.1305,0.951
10.153000,-0.1016,0.9673,-0.1247,0.951
10.161000,-0.1065,0.9712,-0.1266,0.956
10.176000,-0.0967,0.9624,-0.1149,0.944
10.182000,-0.0958,0.9663,-0.1237,0.949
10.192000,-0.0987,0.9635,-0.1277,0.947
10.203000,-0.0909,0.9663,-0.1324,0.950
10.214000,-0.1016,0.9624,-0.1315,0.948
10.226000,-0.0997,0.9684,-0.1277,0.952
10.233000,-0.1134,0.9663,-0.1305,0.953
10.242000,-0.1065,0.9712,-0.1198,0.955
10.254000,-0.0899,0.9684,-0.1188,0.949
10.263000,-0.0929,0.9654,-0.1266,0.948
10.274000,-0.0860,0.9673,-0.1217,0.948
10.282000,-0.0801,0.9663,-0.1277,0.947
10.292000,-0.0909,0.9684,-0.1335,0.952
10.302000,-0.1027,0.9635,-0.1442,0.951
10.312000,-0.1085,0.9673,-0.1394,0.955
10.322000,-0.1036,0.9703,-0.1373,0.956
10.341000,-0.0841,0.9654,-0.1119,0.945
10.343000,-0.0850,0.9644,-0.1188,0.945
10.353000,-0.0890,0.9673,-0.1188,0.948
10.362000,-0.0987,0.9663,-0.1256,0.950
10.372000,-0.1046,0.9684,-0.1277,0.953
10.383000,-0.1095,0.9684,-0.1315,0.955
10.392000,-0.1076,0.9693,-0.1266,0.955
10.405000,-0.0938,0.9693,-0.1277,0.952
10.412000,-0.0890,0.9663,-0.1286,0.949
10.422000,-0.0929,0.9663,-0.1345,0.950
10.436000,-0.0987,0.9712,-0.1286,0.955
10.441000,-0.1076,0.9673,-0.1335,0.954
10.452000,-0.1076,0.9703,-0.1364,0.957
10.462000,-0.0978,0.9684,-0.1208,0.951
10.471000,-0.0909,0.9644,-0.1237,0.946
10.489000,-0.0899,0.9663,-0.1286,0.949
10.492000,-0.0899,0.9663,-0.1286,0.949
10.504000,-0.0938,0.9654,-0.1159,0.947
10.518000,-0.0880,0.9712,-0.1324,0.954
10.522000,-0.1007,0.9684,-0.1315,0.953
10.539000,-0.1055,0.9693,-0.1228,0.954
10.542000,-0.1123,0.9703,-0.1345,0.958
10.552000,-0.1076,0.9712,-0.1373,0.958
10.563000,-0.0978,0.9684,-0.1286,0.952
10.574000,-0.1016,0.9693,-0.1247,0.953
10.582000,-0.0958,0.9712,-0.1130,0.952
10.592000,-0.0997,0.9673,-0.1188,0.950
10.602000,-0.1055,0.9722,-0.1373,0.959
10.623000,-0.1085,0.9654,-0.1315,0.952
10.625000,-0.0987,0.9673,-0.1266,0.951
10.635000,-0.0890,0.9733,-0.1228,0.955
10.641000,-0.0958,0.9733,-0.1188,0.955
10.655000,-0.0831,0.9684,-0.1179,0.948
10.665000,-0.0831,0.9673,-0.1277,0.949
10.672000,-0.0880,0.9722,-0.1208,0.953
10.682000,-0.0987,0.9684,-0.1286,0.952
10.696000,-0.0987,0.9684,-0.1286,0.952
10.702000,-0.1016,0.9684,-0.1266,0.953
10.719000,-0.0929,0.9712,-0.1208,0.953
10.728000,-0.0841,0.9635,-0.1130,0.943
10.738000,-0.0880,0.9673,-0.1198,0.948
10.746000,-0.0918,0.9644,-0.1228,0.946
10.752000,-0.1007,0.9703,-0.1256,0.954
10.762000,-0.0909,0.9663,-0.1110,0.947
10.772000,-0.0869,0.9654,-0.1168,0.946
10.782000,-0.0841,0.9684,-0.1198,0.949
10.797000,-0.0841,0.9644,-0.1188,0.945
10.802000,-0.0909,0.9712,-0.1256,0.953
10.813000,-0.0880,0.9684,-0.1228,0.950
10.821000,-0.1027,0.9635,-0.1266,0.948
10.834000,-0.1134,0.9781,-0.1384,0.966
10.851000,-0.1046,0.9644,-0.1354,0.951
10.853000,-0.0978,0.9624,-0.1354,0.947
10.862000,-0.0948,0.9635,-0.1140,0.945
10.876000,-0.1076,0.9605,-0.1266,0.946
