time,gFx,gFy,gFz,TgF
10.881000,-0.0997,0.9673,-0.1237,0.951
10.894000,-0.0938,0.9654,-0.1208,0.947
10.902000,-0.0958,0.9722,-0.1217,0.955
10.912000,-0.0978,0.9654,-0.1305,0.950
10.922000,-0.0929,0.9742,-0.1208,0.956
10.934000,-0.0938,0.9703,-0.1256,0.953
10.951000,-0.0811,0.9663,-0.1364,0.949
10.952000,-0.0752,0.9663,-0.1228,0.946
10.963000,-0.1046,0.9673,-0.1345,0.953
10.974000,-0.1055,0.9703,-0.1315,0.956
10.982000,-0.1007,0.9703,-0.1256,0.954
10.992000,-0.1085,0.9742,-0.1305,0.960
11.002000,-0.1192,0.9761,-0.1335,0.964
11.012000,-0.0967,0.9663,-0.1188,0.949
11.029000,-0.0869,0.9712,-0.1217,0.952
11.047000,-0.0938,0.9733,-0.1277,0.956
11.049000,-0.0938,0.9733,-0.1277,0.956
11.051000,-0.0978,0.9663,-0.1305,0.950
11.062000,-0.1055,0.9733,-0.1345,0.959
11.075000,-0.1114,0.9644,-0.1345,0.952
11.082000,-0.0997,0.9595,-0.1324,0.944
11.095000,-0.0890,0.9752,-0.1228,0.956
11.108000,-0.0997,0.9742,-0.1217,0.957
11.115000,-0.0967,0.9663,-0.1208,0.949
11.128000,-0.0987,0.9654,-0.1119,0.947
11.132000,-0.1055,0.9703,-0.1373,0.957
11.146000,-0.1095,0.9693,-0.1335,0.956
11.156000,-0.0967,0.9684,-0.1266,0.952
11.166000,-0.0997,0.9684,-0.1373,0.954
11.179000,-0.0821,0.9654,-0.1168,0.945
11.181000,-0.0899,0.9722,-0.1315,0.955
11.193000,-0.0987,0.9712,-0.1266,0.955
11.208000,-0.0997,0.9663,-0.1237,0.950
11.215000,-0.0997,0.9693,-0.1228,0.953
11.228000,-0.1007,0.9615,-0.1179,0.944
11.231000,-0.1085,0.9673,-0.1179,0.952
11.247000,-0.1065,0.9693,-0.1237,0.954
11.264000,-0.1055,0.9752,-0.1208,0.959
11.266000,-0.0967,0.9663,-0.1149,0.948
11.272000,-0.1104,0.9684,-0.1286,0.954
11.282000,-0.1114,0.9684,-0.1237,0.954
11.294000,-0.1016,0.9663,-0.1179,0.949
11.303000,-0.1036,0.9684,-0.1149,0.951
11.311000,-0.1055,0.9693,-0.1198,0.953
11.322000,-0.0938,0.9712,-0.1208,0.953
11.344000,-0.0987,0.9693,-0.1188,0.952
11.345000,-0.0938,0.9752,-0.1228,0.957
11.358000,-0.0801,0.9742,-0.1198,0.954
11.362000,-0.0860,0.9673,-0.1286,0.949
11.372000,-0.0967,0.9712,-0.1256,0.954
11.386000,-0.1085,0.9722,-0.1208,0.957
11.391000,-0.0967,0.9693,-0.1286,0.953
11.402000,-0.1065,0.9693,-0.1364,0.956
11.411000,-0.1007,0.9791,-0.1324,0.964
11.424000,-0.0909,0.9703,-0.1256,0.952
11.452000,-0.1036,0.9742,-0.1315,0.959
11.454000,-0.1076,0.9663,-0.1384,0.953
11.454000,-0.1095,0.9663,-0.1354,0.953
11.461000,-0.1261,0.9752,-0.1403,0.966
11.471000,-0.1202,0.9693,-0.1364,0.958
11.482000,-0.1036,0.9673,-0.1051,0.949
11.494000,-0.0967,0.9722,-0.1149,0.954
11.503000,-0.0958,0.9733,-0.1032,0.953
11.526000,-0.1055,0.9693,-0.1179,0.953
11.529000,-0.1095,0.9605,-0.1305,0.947
11.538000,-0.1095,0.9703,-0.1315,0.957
11.541000,-0.1134,0.9673,-0.1422,0.956
11.551000,-0.1163,0.9654,-0.1403,0.955
11.567000,-0.0987,0.9722,-0.1247,0.956
11.571000,-0.0978,0.9693,-0.1198,0.952
11.583000,-0.1163,0.9605,-0.1422,0.950
11.597000,-0.1183,0.9663,-0.1364,0.955
11.601000,-0.1085,0.9693,-0.1335,0.956
11.616000,-0.1036,0.9673,-0.1217,0.951
11.622000,-0.1123,0.9663,-0.1324,0.953
11.633000,-0.1095,0.9703,-0.1315,0.957
11.642000,-0.1114,0.9673,-0.1208,0.953
11.655000,-0.0938,0.9712,-0.1140,0.952
11.671000,-0.1007,0.9733,-0.1247,0.957
11.673000,-0.0997,0.9771,-0.1305,0.961
11.681000,-0.1290,0.9663,-0.1491,0.959
11.692000,-0.1476,0.9693,-0.1559,0.967
11.701000,-0.1417,0.9644,-0.1433,0.959
11.713000,-0.1398,0.9712,-0.1305,0.963
11.721000,-0.1398,0.9703,-0.1315,0.963
11.737000,-0.1192,0.9663,-0.0983,0.950
11.745000,-0.1016,0.9722,-0.1081,0.954
11.752000,-0.1144,0.9752,-0.1305,0.962
11.762000,-0.1183,0.9752,-0.1373,0.964
11.772000,-0.1300,0.9791,-0.1520,0.972
11.782000,-0.1281,0.9752,-0.1531,0.968
11.793000,-0.1123,0.9820,-0.1550,0.972
11.801000,-0.1036,0.9801,-0.1422,0.967
11.811000,-0.0909,0.9869,-0.1315,0.969
11.822000,-0.0850,0.9908,-0.1140,0.970
11.832000,-0.0997,0.9977,-0.1168,0.979
11.851000,-0.0684,0.9977,-0.1247,0.975
11.852000,-0.0410,1.0103,-0.1228,0.984
11.863000,-0.0273,1.0094,-0.1286,0.983
11.872000,-0.0137,1.0103,-0.1452,0.985
11.881000,0.0176,1.0035,-0.1403,0.975
11.892000,0.0449,1.0123,-0.1471,0.984
11.901000,0.0917,1.0446,-0.1764,1.021
11.912000,0.0791,1.0523,-0.1706,1.027
11.925000,0.0655,1.0690,-0.1667,1.043
11.942000,0.0840,1.0905,-0.1862,1.067
11.946000,0.0966,1.1022,-0.1872,1.079
11.952000,0.0986,1.1130,-0.1774,1.088
11.964000,0.1064,1.1286,-0.2029,1.108
11.973000,0.1171,1.1569,-0.2176,1.140
11.981000,0.1308,1.1755,-0.2400,1.163
11.992000,0.2491,1.1373,-0.1422,1.121
12.002000,0.3263,1.0534,-0.1149,1.051
12.012000,0.2344,1.0113,-0.2410,1.015
12.039000,0.2530,1.0055,-0.1931,1.002
12.041000,0.2042,0.9556,-0.2097,0.950
12.047000,0.1963,0.9127,-0.2272,0.912
12.052000,0.1865,0.8785,-0.2165,0.875
12.062000,0.1895,0.8501,-0.2039,0.845
12.074000,0.2032,0.8393,-0.1785,0.831
12.084000,0.2442,0.8491,-0.1531,0.842
12.093000,0.2980,0.8794,-0.1022,0.875
12.102000,0.3155,0.8872,-0.1081,0.888
12.111000,0.3018,0.9332,-0.1081,0.929
12.135000,0.2804,0.9635,-0.1159,0.954
12.137000,0.2510,1.0035,-0.1364,0.990
12.143000,0.2315,1.0367,-0.1618,1.023
12.156000,0.2266,1.0348,-0.1755,1.023
12.161000,0.2081,1.0318,-0.1608,1.014
12.175000,0.1436,1.0260,-0.1823,1.006
12.182000,0.1250,1.0357,-0.1823,1.014
12.191000,0.1026,1.0231,-0.1618,0.997
12.203000,0.1094,1.0143,-0.1696,0.990
12.211000,0.1054,1.0231,-0.1726,0.999
12.224000,0.1015,1.0269,-0.1764,1.004
12.232000,0.0771,1.0201,-0.1589,0.993
12.242000,0.0635,1.0133,-0.1540,0.986
12.261000,0.0635,1.0074,-0.1345,0.977
12.263000,0.0645,0.9849,-0.1354,0.955
12.272000,0.0518,0.9752,-0.1168,0.942
12.282000,0.0244,0.9761,-0.1119,0.944
12.294000,0.0068,1.0064,-0.1217,0.976
12.304000,0.0019,1.0113,-0.1247,0.982
12.311000,-0.0059,1.0192,-0.1188,0.989
12.323000,0.0039,1.0231,-0.1022,0.990
12.333000,-0.0010,1.0309,-0.1149,1.000
12.343000,0.0186,1.0299,-0.1042,0.996
12.365000,0.0303,1.0455,-0.1130,1.012
12.368000,0.0312,1.0681,-0.1130,1.035
12.371000,0.0312,1.0700,-0.1061,1.036
12.383000,-0.0030,1.0378,-0.0837,1.003
12.391000,-0.0762,0.9908,-0.1159,0.969
12.402000,-0.0382,0.9801,-0.0954,0.951
12.411000,-0.0147,0.9527,-0.0983,0.921
12.422000,-0.0382,0.9214,-0.1149,0.895
12.439000,-0.0382,0.9087,-0.1188,0.883
12.449000,-0.0156,0.9283,-0.1032,0.898
12.455000,-0.0059,0.9370,-0.1100,0.907
12.461000,-0.0098,0.9595,-0.1315,0.932
12.472000,0.0137,0.9733,-0.1403,0.946
12.482000,0.0391,0.9869,-0.1589,0.961
12.491000,0.0342,0.9733,-0.1716,0.950
12.503000,0.0312,0.9703,-0.1696,0.947
12.512000,0.0937,1.0064,-0.2058,0.989
12.521000,0.0986,0.9781,-0.1921,0.959
12.544000,0.1054,0.9479,-0.1764,0.926
12.547000,0.1357,0.9507,-0.1677,0.929
12.552000,0.1328,0.9586,-0.1403,0.931
12.565000,0.1064,0.9684,-0.1413,0.940
12.571000,0.0937,0.9712,-0.1433,0.943
12.581000,0.0508,0.9771,-0.1100,0.943
12.592000,0.0195,1.0241,-0.1256,0.993
12.601000,0.0293,1.0299,-0.1081,0.996
12.613000,0.0449,0.9771,-0.1032,0.943
12.622000,0.0479,0.9615,-0.0807,0.925
12.632000,0.0606,0.9801,-0.0758,0.942
12.642000,0.1113,0.9869,-0.0914,0.952
12.661000,0.1729,0.9917,-0.0914,0.961
12.665000,0.2706,0.9938,-0.0788,0.977
12.672000,0.5491,1.0446,-0.1413,1.122
12.681000,1.1208,1.2176,-0.2293,1.595
12.692000,1.6300,1.4257,0.0736,2.086
12.701000,0.9654,1.2048,0.2211,1.482
12.712000,0.0996,0.8862,-0.1324,0.857
12.721000,0.0596,0.8941,-0.2224,0.884
12.741000,0.0966,0.9439,-0.2537,0.941
12.744000,0.0352,0.9361,-0.2400,0.930
12.751000,-0.0019,0.9430,-0.2859,0.952
12.762000,0.1328,0.9820,-0.3192,0.999
12.771000,0.2901,0.9381,-0.1970,0.946
12.781000,0.3155,0.8618,-0.1413,0.870
12.793000,0.3321,0.8461,-0.1677,0.865
12.801000,0.3488,0.8921,-0.1970,0.919
12.812000,0.3272,0.9341,-0.2479,0.964
12.822000,0.3038,0.9430,-0.2742,0.974
12.838000,0.3263,0.9204,-0.2488,0.952
12.852000,0.3351,0.8843,-0.2312,0.916
12.854000,0.1934,0.8862,-0.2566,0.895
12.862000,0.1406,1.0660,-0.2321,1.055
12.872000,0.1113,1.0670,-0.1696,1.042
12.885000,0.1084,0.9722,-0.1531,0.946
12.894000,0.1739,0.9458,-0.1716,0.928
12.901000,0.2442,0.9586,-0.1599,0.949
12.912000,0.2980,0.9449,-0.1569,0.947
12.922000,0.3087,0.9176,-0.1853,0.929
12.933000,0.3048,0.8941,-0.2204,0.914
12.949000,0.3067,0.8550,-0.1999,0.873
12.952000,0.3087,0.8345,-0.1990,0.854
12.964000,0.2530,0.8999,-0.2342,0.911
12.978000,0.2070,0.9898,-0.2507,0.993
12.982000,0.1513,0.9547,-0.2458,0.952
12.996000,0.0626,0.9312,-0.2088,0.917
13.001000,-0.0117,1.0035,-0.1638,0.981
13.012000,-0.0450,1.0241,-0.1618,1.004
13.030000,-0.0137,1.0318,-0.1335,1.004
13.033000,0.0273,1.0094,-0.0846,0.973
13.046000,0.1396,0.9312,-0.1188,0.902
13.052000,0.2247,0.9078,-0.1130,0.888
13.068000,0.1152,0.9517,-0.2156,0.939
13.077000,0.0722,0.9761,-0.2116,0.961
13.081000,0.0479,0.9791,-0.2039,0.962
13.092000,0.0645,1.0026,-0.2488,0.996
13.102000,0.0977,1.0026,-0.2791,1.004
13.112000,0.1357,0.9116,-0.3172,0.933
13.127000,0.1572,0.9176,-0.3318,0.945
13.133000,0.1513,0.9351,-0.3104,0.953
13.145000,0.1680,0.9409,-0.2771,0.950
13.152000,0.2188,0.9332,-0.2234,0.934
13.162000,0.2296,0.9253,-0.2195,0.927
13.177000,0.1709,0.9527,-0.2644,0.957
13.182000,0.1474,0.9654,-0.2820,0.973
13.192000,0.1220,0.9605,-0.3026,0.973
13.205000,0.0674,0.9742,-0.3152,0.988
13.212000,0.0557,0.9458,-0.3427,0.971
13.222000,0.0771,0.9234,-0.3846,0.967
13.231000,0.1211,0.9263,-0.4081,0.981
13.242000,0.1562,0.9449,-0.3963,0.995
13.262000,0.1523,0.9869,-0.3700,1.023
13.272000,0.1983,0.9527,-0.3006,0.972
13.273000,0.1602,0.9498,-0.3260,0.973
13.282000,0.1357,0.9586,-0.3162,0.976
13.291000,0.1719,0.9351,-0.3280,0.961
13.303000,0.0800,0.9488,-0.3455,0.975
13.311000,0.0137,0.9624,-0.2938,0.972
13.321000,-0.0059,0.9615,-0.2624,0.963
13.332000,0.0645,0.9488,-0.2517,0.945
13.343000,0.1122,0.9449,-0.2712,0.948
13.358000,0.0303,0.9507,-0.2116,0.937
13.361000,0.0284,0.9547,-0.1638,0.931
13.376000,0.0303,0.9272,-0.1452,0.900
13.385000,0.0186,0.9479,-0.1266,0.918
13.392000,0.0391,0.9449,-0.1179,0.913
13.404000,0.0684,0.9195,-0.1716,0.897
13.411000,0.0587,0.9155,-0.1736,0.893
13.422000,0.0684,0.9078,-0.2029,0.892
13.441000,0.1719,0.8247,-0.2351,0.827
13.449000,0.2999,0.7416,-0.1188,0.748
13.455000,0.2237,0.8119,-0.3211,0.853
13.462000,-0.2795,1.3602,-0.5967,1.494
13.472000,-0.6450,1.3592,-0.3416,1.540
13.488000,-0.0645,0.8217,-0.1804,0.815
13.491000,0.1152,0.9029,-0.1550,0.878
13.502000,0.0137,1.0309,-0.0709,0.994
13.512000,-0.0352,0.9957,-0.1696,0.977
13.522000,0.0000,0.9742,-0.1510,0.949
13.541000,0.0244,0.9742,-0.2390,0.967
13.543000,-0.0068,0.9576,-0.2527,0.957
13.559000,-0.0469,0.9370,-0.2966,0.954
13.571000,-0.0890,0.9293,-0.3299,0.965
13.573000,-0.0762,0.9381,-0.2966,0.959
13.583000,-0.0489,0.9498,-0.2449,0.951
13.592000,-0.0391,0.9507,-0.2097,0.942
13.603000,-0.0068,0.9390,-0.1589,0.917
13.618000,0.0235,0.9547,-0.1716,0.932
13.627000,0.0079,0.9576,-0.1706,0.936
13.650000,0.0215,0.9517,-0.2067,0.937
13.652000,0.0703,0.9361,-0.2693,0.938
13.652000,0.0147,0.9449,-0.2430,0.940
13.677000,0.0107,0.9419,-0.2576,0.942
13.679000,0.0538,0.9479,-0.2977,0.958
13.683000,0.0908,0.9430,-0.3465,0.970
13.691000,0.0966,0.9488,-0.2859,0.955
13.703000,0.0957,0.9712,-0.2507,0.966
13.714000,0.0322,0.9595,-0.2116,0.945
13.722000,-0.0508,0.9684,-0.2547,0.972
13.745000,-0.1055,0.9684,-0.3220,1.001
13.747000,-0.1144,0.9488,-0.3318,0.988
13.751000,-0.1612,0.9283,-0.3299,0.978
13.772000,-0.1720,0.9253,-0.2791,0.961
13.776000,-0.1378,0.9341,-0.1970,0.940
13.793000,-0.1036,0.9390,-0.1384,0.926
13.805000,-0.0909,0.9488,-0.1159,0.930
13.816000,-0.1016,0.9566,-0.1902,0.953
13.817000,-0.1016,0.9566,-0.1902,0.953
13.822000,-0.1339,0.9370,-0.2498,0.955
13.834000,-0.1261,0.9272,-0.2820,0.954
13.849000,-0.1221,0.9312,-0.2644,0.951
13.855000,-0.0782,0.9381,-0.2400,0.943
13.863000,-0.0410,0.9400,-0.2107,0.932
13.872000,-0.0508,0.9547,-0.2078,0.947
13.881000,-0.0821,0.9517,-0.1970,0.946
13.895000,-0.0909,0.9439,-0.2165,0.945
13.902000,-0.1076,0.9517,-0.2419,0.961
13.911000,-0.1016,0.9547,-0.2488,0.965
13.922000,-0.1046,0.9498,-0.2537,0.962
13.941000,-0.1153,0.9430,-0.2498,0.957
13.942000,-0.1172,0.9419,-0.2468,0.955
13.952000,-0.1290,0.9321,-0.2430,0.947
13.969000,-0.1368,0.9332,-0.2351,0.948
13.978000,-0.1573,0.9527,-0.2293,0.970
13.981000,-0.1632,0.9595,-0.2116,0.973
13.993000,-0.1495,0.9605,-0.1931,0.967
14.002000,-0.1476,0.9537,-0.2048,0.962
14.014000,-0.1339,0.9409,-0.2283,0.953
14.034000,-0.0978,0.9400,-0.2293,0.945
14.035000,-0.0850,0.9449,-0.2390,0.950
14.042000,-0.0733,0.9439,-0.2165,0.942
14.052000,-0.0606,0.9468,-0.1990,0.939
14.061000,-0.0391,0.9488,-0.1785,0.933
14.072000,-0.0626,0.9566,-0.1931,0.947
14.082000,-0.1076,0.9458,-0.2127,0.948
14.092000,-0.1076,0.9458,-0.1892,0.943
14.102000,-0.0929,0.9517,-0.2116,0.951
14.113000,-0.0918,0.9566,-0.2244,0.959
14.124000,-0.0958,0.9479,-0.2253,0.951
14.132000,-0.1202,0.9517,-0.2272,0.960
14.144000,-0.1388,0.9507,-0.2351,0.965
14.152000,-0.1270,0.9517,-0.2195,0.960
14.161000,-0.1095,0.9468,-0.1970,0.946
14.174000,-0.0948,0.9458,-0.1911,0.941
14.182000,-0.1153,0.9488,-0.2088,0.952
14.191000,-0.1065,0.9537,-0.2048,0.954
14.206000,-0.1183,0.9449,-0.2204,0.952
14.213000,-0.1261,0.9468,-0.2283,0.957
14.222000,-0.1202,0.9537,-0.2272,0.962
14.232000,-0.1212,0.9507,-0.2272,0.959
14.244000,-0.1055,0.9507,-0.2176,0.954
14.259000,-0.1065,0.9468,-0.2165,0.950
14.262000,-0.1261,0.9468,-0.2302,0.957
14.279000,-0.1349,0.9488,-0.2293,0.961
14.281000,-0.1192,0.9537,-0.2204,0.960
14.292000,-0.1114,0.9605,-0.2088,0.962
14.305000,-0.0997,0.9576,-0.1980,0.955
14.311000,-0.0752,0.9430,-0.1794,0.933
14.322000,-0.0997,0.9430,-0.1931,0.940
14.331000,-0.1027,0.9517,-0.1843,0.947
14.345000,-0.1036,0.9517,-0.1970,0.950
14.363000,-0.1221,0.9479,-0.1980,0.950
14.364000,-0.1065,0.9488,-0.2165,0.952
14.372000,-0.1163,0.9479,-0.2244,0.955
14.384000,-0.1192,0.9468,-0.2088,0.951
14.393000,-0.1407,0.9449,-0.2067,0.953
14.404000,-0.1671,0.9458,-0.1911,0.957
14.411000,-0.1603,0.9537,-0.1736,0.959
14.422000,-0.1486,0.9507,-0.1745,0.953
14.441000,-0.1368,0.9547,-0.1911,0.958
14.443000,-0.1241,0.9430,-0.2039,0.947
14.458000,-0.1466,0.9517,-0.2302,0.966
14.462000,-0.1612,0.9527,-0.2468,0.975
14.472000,-0.1584,0.9517,-0.2253,0.968
14.485000,-0.1740,0.9507,-0.2224,0.970
14.492000,-0.1642,0.9527,-0.2176,0.968
14.502000,-0.1417,0.9586,-0.1872,0.962
14.512000,-0.1319,0.9595,-0.1813,0.959
14.521000,-0.1085,0.9693,-0.1834,0.965
14.539000,-0.1144,0.9488,-0.1834,0.946
14.548000,-0.1398,0.9693,-0.2078,0.976
14.552000,-0.1417,0.9722,-0.2078,0.979
14.562000,-0.1349,0.9644,-0.2048,0.970
14.571000,-0.1309,0.9654,-0.1892,0.967
14.582000,-0.1212,0.9712,-0.1834,0.969
14.592000,-0.0880,0.9879,-0.1696,0.976
14.602000,-0.0528,0.9996,-0.1931,0.987
14.613000,-0.0205,1.0446,-0.2156,1.032
14.621000,0.0264,1.0778,-0.2635,1.073
14.632000,0.0986,1.1022,-0.3309,1.115
14.642000,0.1582,1.0944,-0.3729,1.124
14.660000,0.1767,1.1110,-0.3719,1.141
14.662000,0.1836,1.1433,-0.3670,1.171
14.671000,0.2433,1.1628,-0.2938,1.175
14.682000,0.2228,1.1482,-0.2547,1.148
14.691000,0.1856,1.1628,-0.2791,1.164
14.702000,0.1494,1.2205,-0.2244,1.205
14.712000,0.1816,1.1970,-0.1872,1.178
14.722000,0.1924,1.1648,-0.2527,1.160
14.732000,0.3009,1.1726,-0.1853,1.171
14.742000,0.3078,1.1413,-0.1324,1.134
14.752000,0.3018,1.0572,-0.1580,1.055
14.771000,0.2969,0.9781,-0.1324,0.974
14.772000,0.2901,0.9214,-0.1247,0.917
14.784000,0.2941,0.8540,-0.1130,0.852
14.797000,0.2892,0.8266,-0.1198,0.825
14.801000,0.2745,0.8179,-0.1022,0.811
14.815000,0.2608,0.8315,-0.1070,0.821
14.822000,0.2491,0.8471,-0.1061,0.833
14.832000,0.2228,0.8872,-0.1433,0.873
14.851000,0.1699,0.9176,-0.1638,0.899
14.863000,0.1494,0.9693,-0.1764,0.950
14.864000,0.1455,0.9957,-0.1823,0.976
14.872000,0.1269,1.0123,-0.1510,0.986
14.881000,0.0684,1.0260,-0.1228,0.993
14.894000,0.0284,1.0338,-0.1384,1.004
14.901000,-0.0068,1.0378,-0.1354,1.010
14.915000,-0.0147,1.0553,-0.1373,1.028
14.922000,-0.0244,1.0563,-0.1394,1.030
14.932000,-0.0615,1.0446,-0.1540,1.025
14.948000,-0.0645,1.0427,-0.1834,1.029
14.956000,-0.0508,1.0269,-0.1638,1.008
14.970000,-0.0498,1.0171,-0.1706,1.000
14.972000,-0.0557,1.0632,-0.2127,1.053
14.981000,-0.0098,1.1335,-0.2312,1.121
14.994000,0.0361,1.1462,-0.2410,1.134
15.006000,0.0694,1.1140,-0.2752,1.110
15.013000,-0.0117,1.0338,-0.2283,1.024
15.025000,-0.1740,0.9635,-0.2272,0.983
15.031000,-0.1945,0.9547,-0.2351,0.982
15.042000,-0.0293,0.9644,-0.1159,0.937
15.052000,0.0645,0.9029,-0.1247,0.872
15.068000,0.0215,0.8403,-0.0954,0.807
15.094000,0.0401,0.8853,-0.1168,0.854
15.098000,0.0566,0.9176,-0.1247,0.886
15.098000,0.0508,0.9283,-0.0993,0.894
15.102000,0.0215,0.9605,-0.1277,0.931
15.111000,0.0888,0.9742,-0.1745,0.951
15.128000,0.0859,0.9430,-0.1716,0.920
15.134000,-0.0860,0.8980,-0.1442,0.884
15.143000,-0.0869,0.9673,-0.1589,0.954
15.154000,0.1171,1.0583,-0.1726,1.034
15.171000,0.0771,0.9966,-0.1384,0.967
15.178000,-0.0224,0.9547,-0.1168,0.927
15.184000,0.0147,0.9556,-0.1012,0.922
15.194000,0.0655,0.9595,-0.1012,0.925
15.207000,0.0674,0.9684,-0.1247,0.937
15.213000,0.0800,0.9693,-0.1442,0.941
15.229000,0.0879,0.9654,-0.1501,0.938
15.238000,0.1318,0.9400,-0.1970,0.924
15.246000,0.1182,0.9409,-0.1950,0.924
15.252000,0.1611,0.9947,-0.1892,0.978
15.265000,0.1064,0.9928,-0.1980,0.975
15.274000,0.1934,1.0055,-0.2039,0.995
15.282000,0.2217,0.9938,-0.1862,0.984
15.292000,0.2061,0.9507,-0.2224,0.949
15.303000,0.1876,0.9312,-0.2566,0.937
15.311000,0.1944,0.9293,-0.2605,0.937
15.321000,0.1816,0.9136,-0.2771,0.925
15.332000,0.1534,0.9067,-0.2996,0.923
15.343000,0.1338,0.8833,-0.3143,0.905
15.363000,0.1963,0.8638,-0.2742,0.880
15.364000,0.0703,0.8540,-0.3074,0.873
15.372000,0.1073,0.9430,-0.3220,0.962
15.388000,0.3176,0.9869,-0.2058,1.001
15.394000,0.2911,0.9361,-0.1980,0.945
15.403000,0.1602,0.9127,-0.2283,0.908
15.412000,0.1758,0.9400,-0.1921,0.927
15.422000,0.2510,0.9615,-0.1022,0.944
15.442000,0.2315,0.9419,-0.1081,0.922
15.454000,0.1690,0.9390,-0.1667,0.920
15.459000,0.2130,0.9673,-0.1247,0.946
15.461000,0.2589,0.9419,-0.1237,0.930
15.471000,0.3781,0.9312,-0.2370,0.974
15.482000,0.9820,1.1149,-0.5810,1.528
15.491000,2.0385,1.5899,0.1517,2.508
15.502000,1.2987,1.3250,0.4733,1.835
15.512000,-0.0850,0.7485,-0.0455,0.726
15.521000,-0.3860,0.7562,-0.3534,0.923
15.538000,-0.1926,0.8901,-0.2879,0.938
15.558000,0.1562,1.0632,-0.3201,1.078
15.560000,0.3468,1.0856,-0.2195,1.104
15.561000,0.6272,1.0143,-0.1569,1.133
15.572000,0.5012,0.9009,-0.0572,0.964
15.585000,0.3058,0.8579,-0.2947,0.903
15.591000,0.2667,0.8726,-0.4648,0.978
15.603000,0.1719,0.9859,-0.4667,1.064
15.615000,0.2344,0.9938,-0.3104,1.019
15.621000,0.2276,0.9458,-0.2244,0.948
15.633000,0.1865,0.9146,-0.2185,0.910
15.642000,0.1719,0.9195,-0.2146,0.912
15.654000,0.1005,0.9712,-0.2127,0.957
15.667000,0.0684,1.0523,-0.1501,1.023
15.672000,0.0547,1.0416,-0.0602,1.002
15.685000,0.1426,0.9595,-0.1198,0.930
15.691000,0.1904,0.9078,-0.1266,0.885
15.702000,0.2119,0.9263,-0.2039,0.922
15.712000,0.1699,0.9996,-0.2879,1.009
15.721000,0.1191,1.0045,-0.3367,1.025
15.731000,0.0606,0.9605,-0.3241,0.979
15.742000,0.0508,0.9419,-0.3104,0.957
15.753000,0.0224,0.9390,-0.2879,0.947
15.772000,0.0030,0.9400,-0.2684,0.944
15.774000,0.0079,0.9390,-0.2195,0.929
15.782000,0.0430,0.9801,-0.1277,0.949
15.798000,0.0528,1.0123,-0.0670,0.974
15.801000,0.0626,1.0113,-0.0651,0.973
15.812000,0.0879,0.9733,-0.1119,0.940
15.821000,0.0840,0.9302,-0.1599,0.905
15.832000,0.1103,0.9293,-0.2468,0.925
15.845000,0.1572,0.9517,-0.3983,1.002
15.852000,0.0810,0.9381,-0.3856,0.981
15.877000,-0.0176,0.9351,-0.4217,0.997
15.878000,0.0147,0.9321,-0.3778,0.974
15.885000,0.0303,0.9351,-0.3250,0.956
15.894000,0.0751,0.9488,-0.2733,0.951
15.901000,0.0947,0.9663,-0.2664,0.966
15.911000,0.1719,0.9771,-0.2733,0.983
15.922000,0.1133,0.9468,-0.2898,0.955
15.931000,0.0420,0.9439,-0.2596,0.943
15.948000,0.0479,0.9663,-0.2771,0.969
15.968000,0.0771,0.9507,-0.3231,0.969
15.969000,0.0810,0.9409,-0.3220,0.959
15.973000,0.0547,0.9312,-0.3133,0.947
15.982000,0.0655,0.9381,-0.3250,0.958
15.995000,0.0791,0.9381,-0.3211,0.956
16.001000,0.0469,0.9302,-0.2547,0.928
16.012000,0.0312,0.9419,-0.2165,0.930
16.025000,0.0088,0.9576,-0.2185,0.946
16.032000,0.0107,0.9595,-0.2048,0.945
16.048000,0.0518,0.9615,-0.2146,0.948
16.056000,0.0791,0.9595,-0.2390,0.952
16.069000,0.0722,0.9547,-0.2370,0.946
16.072000,0.0420,0.9458,-0.2370,0.938
16.084000,-0.0391,0.9458,-0.2556,0.949
16.097000,-0.0508,0.9430,-0.3104,0.965
16.102000,0.0098,0.9400,-0.2947,0.951
16.111000,0.0333,0.9517,-0.2566,0.950
16.125000,0.0440,0.9586,-0.2869,0.965
16.132000,0.0810,0.9488,-0.3250,0.968
16.142000,0.0391,0.9430,-0.2370,0.936
16.152000,-0.0137,0.9635,-0.2146,0.953
16.166000,-0.0079,0.9624,-0.1774,0.943
16.175000,0.0030,0.9586,-0.1872,0.941
16.186000,0.0127,0.9527,-0.1960,0.936
16.191000,-0.0264,0.9527,-0.1882,0.938
16.203000,-0.0547,0.9507,-0.2107,0.944
16.212000,-0.0333,0.9556,-0.1980,0.943
16.222000,0.0010,0.9566,-0.1872,0.939
16.233000,-0.0196,0.9586,-0.1736,0.940
16.242000,-0.0459,0.9566,-0.1911,0.944
16.266000,-0.0508,0.9507,-0.1853,0.938
16.268000,-0.0166,0.9498,-0.1892,0.934
16.280000,-0.0137,0.9498,-0.2048,0.937
16.282000,-0.0410,0.9498,-0.2214,0.944
16.292000,-0.0489,0.9361,-0.1862,0.924
16.307000,-0.0479,0.9703,-0.1277,0.946
16.312000,-0.0176,0.9938,-0.1510,0.970
16.327000,-0.0147,0.9644,-0.2381,0.960
16.331000,-0.0557,0.9390,-0.2576,0.945
16.344000,-0.1857,0.9468,-0.3504,1.008
16.353000,-0.1964,0.9605,-0.3583,1.026
16.362000,-0.1661,0.9537,-0.3104,0.996
