time,gFx,gFy,gFz,TgF
0.003000,-0.1866,0.1240,0.9814,1.005
0.003000,-0.1808,0.1240,0.9727,0.995
0.008000,-0.1817,0.1298,0.9786,1.002
0.017000,-0.1935,0.1250,0.9619,0.988
0.028000,-0.1935,0.1289,0.9649,0.992
0.036000,-0.1877,0.1210,0.9609,0.986
0.047000,-0.1945,0.1259,0.9541,0.981
0.056000,-0.1915,0.1220,0.9600,0.986
0.069000,-0.1857,0.1269,0.9502,0.975
0.084000,-0.1817,0.1259,0.9532,0.977
0.087000,-0.1808,0.1269,0.9581,0.981
0.097000,-0.1828,0.1240,0.9668,0.990
0.109000,-0.1838,0.1191,0.9570,0.981
0.116000,-0.1886,0.1133,0.9581,0.982
0.127000,-0.1945,0.1122,0.9678,0.993
0.136000,-0.1964,0.1064,0.9551,0.981
0.146000,-0.1866,0.1064,0.9776,1.000
0.174000,-0.1866,0.1073,0.9903,1.013
0.175000,-0.1817,0.1035,0.9766,0.998
0.178000,-0.1789,0.1064,0.9756,0.996
0.187000,-0.1866,0.1073,0.9649,0.988
0.197000,-0.1954,0.1044,0.9619,0.987
0.208000,-0.1906,0.1103,0.9609,0.985
0.217000,-0.1896,0.1093,0.9639,0.988
0.227000,-0.1857,0.1122,0.9532,0.977
0.236000,-0.1877,0.1161,0.9658,0.990
0.246000,-0.1886,0.1142,0.9590,0.983
0.263000,-0.1847,0.1093,0.9639,0.987
0.284000,-0.1789,0.1171,0.9707,0.992
0.285000,-0.1838,0.1201,0.9668,0.990
0.295000,-0.1838,0.1191,0.9668,0.990
0.297000,-0.1828,0.1142,0.9639,0.987
0.307000,-0.1847,0.1122,0.9581,0.981
0.316000,-0.2003,0.1093,0.9609,0.988
0.327000,-0.2111,0.1093,0.9570,0.987
0.339000,-0.2071,0.1171,0.9658,0.995
0.346000,-0.2033,0.1201,0.9600,0.989
0.357000,-0.2062,0.1171,0.9629,0.992
0.366000,-0.1906,0.1171,0.9707,0.995
0.378000,-0.1798,0.1142,0.9658,0.988
0.390000,-0.1769,0.1161,0.9707,0.992
0.396000,-0.1710,0.1142,0.9678,0.987
0.408000,-0.1769,0.1103,0.9698,0.991
0.416000,-0.1710,0.1064,0.9727,0.992
0.426000,-0.1769,0.1054,0.9756,0.996
0.437000,-0.1866,0.0947,0.9532,0.976
0.446000,-0.1866,0.0898,0.9444,0.967
0.457000,-0.1896,0.0976,0.9492,0.973
0.467000,-0.1926,0.1103,0.9590,0.984
0.478000,-0.1896,0.1201,0.9737,0.998
0.488000,-0.1720,0.1240,0.9795,1.000
0.497000,-0.1612,0.1269,0.9805,0.998
0.506000,-0.1759,0.1318,0.9678,0.990
0.518000,-0.2023,0.1220,0.9581,0.987
0.526000,-0.2150,0.1220,0.9560,0.988
0.537000,-0.2169,0.1250,0.9560,0.989
0.546000,-0.1954,0.1152,0.9639,0.990
0.561000,-0.1789,0.1152,0.9727,0.994
0.577000,-0.1700,0.1044,0.9678,0.986
0.579000,-0.1632,0.0937,0.9707,0.987
0.587000,-0.1603,0.1024,0.9688,0.985
0.596000,-0.1730,0.1133,0.9727,0.993
0.607000,-0.1779,0.1084,0.9883,1.008
0.618000,-0.1779,0.1161,0.9863,1.007
0.626000,-0.1817,0.1289,0.9922,1.015
0.637000,-0.1935,0.1161,0.9737,0.999
0.647000,-0.2003,0.1044,0.9551,0.982
0.668000,-0.2092,0.1084,0.9414,0.972
0.678000,-0.2257,0.1064,0.9316,0.967
0.678000,-0.2062,0.1171,0.9336,0.964
0.690000,-0.2071,0.1210,0.9434,0.974
0.703000,-0.2023,0.1279,0.9492,0.979
0.707000,-0.1896,0.1191,0.9512,0.977
0.717000,-0.1915,0.1357,0.9590,0.986
0.726000,-0.1926,0.1298,0.9609,0.988
0.737000,-0.1954,0.1308,0.9639,0.991
0.765000,-0.1984,0.1210,0.9619,0.989
0.775000,-0.1974,0.1152,0.9678,0.994
0.776000,-0.1945,0.1142,0.9609,0.987
0.779000,-0.1926,0.1122,0.9570,0.982
0.787000,-0.1906,0.1133,0.9698,0.994
0.799000,-0.1886,0.1171,0.9737,0.998
0.807000,-0.1769,0.1152,0.9707,0.992
0.817000,-0.1838,0.1152,0.9639,0.987
0.827000,-0.1808,0.1182,0.9590,0.982
0.836000,-0.1896,0.1054,0.9453,0.970
0.853000,-0.2062,0.1084,0.9395,0.969
0.866000,-0.2013,0.1171,0.9395,0.968
0.867000,-0.2043,0.1182,0.9472,0.977
0.877000,-0.1954,0.1152,0.9492,0.976
0.887000,-0.1906,0.1122,0.9639,0.988
0.898000,-0.1857,0.1171,0.9668,0.990
0.906000,-0.1847,0.1182,0.9746,0.998
0.916000,-0.1935,0.1191,0.9727,0.998
0.928000,-0.1866,0.1191,0.9727,0.996
0.936000,-0.1828,0.1171,0.9805,1.003
0.948000,-0.1838,0.1191,0.9737,0.997
0.956000,-0.1838,0.1073,0.9688,0.991
0.967000,-0.1817,0.1122,0.9717,0.994
0.984000,-0.1945,0.1073,0.9649,0.990
0.986000,-0.1896,0.1122,0.9668,0.991
0.998000,-0.1994,0.1201,0.9717,0.999
1.006000,-0.2052,0.1182,0.9756,1.004
1.017000,-0.2033,0.1142,0.9678,0.996
1.029000,-0.1945,0.1182,0.9678,0.994
1.036000,-0.1935,0.1220,0.9649,0.991
1.047000,-0.1906,0.1201,0.9609,0.986
1.056000,-0.1896,0.1161,0.9600,0.985
1.074000,-0.1915,0.1171,0.9560,0.982
1.077000,-0.1877,0.1103,0.9541,0.978
1.090000,-0.1926,0.1112,0.9551,0.980
1.096000,-0.1964,0.1103,0.9463,0.973
1.109000,-0.1926,0.1093,0.9521,0.977
1.116000,-0.1926,0.1044,0.9619,0.987
1.127000,-0.1838,0.1073,0.9570,0.980
1.136000,-0.1935,0.1142,0.9521,0.978
1.147000,-0.1877,0.1103,0.9512,0.975
1.165000,-0.1984,0.1084,0.9609,0.987
1.171000,-0.1906,0.1122,0.9581,0.983
1.184000,-0.1974,0.1171,0.9619,0.989
1.186000,-0.2013,0.1142,0.9560,0.984
1.197000,-0.1964,0.1161,0.9492,0.976
1.210000,-0.1915,0.1133,0.9698,0.994
1.216000,-0.1896,0.1171,0.9698,0.994
1.228000,-0.1857,0.1073,0.9560,0.979
1.236000,-0.1866,0.1044,0.9502,0.974
1.247000,-0.1886,0.1073,0.9581,0.982
1.264000,-0.1877,0.1152,0.9609,0.985
1.275000,-0.1915,0.1064,0.9629,0.987
1.277000,-0.1994,0.1073,0.9639,0.990
1.287000,-0.1954,0.1133,0.9629,0.989
1.297000,-0.2003,0.1171,0.9668,0.994
1.308000,-0.2071,0.1191,0.9707,1.000
1.316000,-0.1974,0.1152,0.9756,1.002
1.326000,-0.2033,0.1210,0.9688,0.997
1.339000,-0.1964,0.1182,0.9717,0.998
1.346000,-0.1984,0.1201,0.9658,0.993
1.357000,-0.1926,0.1182,0.9658,0.991
1.366000,-0.1974,0.1133,0.9786,1.004
1.377000,-0.1994,0.1103,0.9698,0.996
1.395000,-0.1886,0.1122,0.9678,0.992
1.398000,-0.1974,0.1035,0.9678,0.993
1.408000,-0.1974,0.1103,0.9619,0.988
1.416000,-0.1954,0.1122,0.9668,0.993
1.426000,-0.1915,0.1122,0.9746,0.999
1.439000,-0.1954,0.1161,0.9629,0.989
1.446000,-0.2013,0.1191,0.9658,0.994
1.457000,-0.1847,0.1201,0.9698,0.993
1.467000,-0.1906,0.1230,0.9570,0.983
1.477000,-0.1906,0.1093,0.9609,0.985
1.487000,-0.1984,0.1093,0.9541,0.981
1.497000,-0.2023,0.1182,0.9551,0.984
1.507000,-0.1964,0.1240,0.9492,0.977
1.518000,-0.1945,0.1210,0.9590,0.985
1.526000,-0.1915,0.1182,0.9649,0.990
1.537000,-0.1945,0.1142,0.9570,0.983
1.546000,-0.1877,0.1142,0.9581,0.982
1.557000,-0.1926,0.1191,0.9629,0.989
1.574000,-0.1896,0.1142,0.9600,0.985
1.582000,-0.1838,0.1191,0.9483,0.972
1.591000,-0.1906,0.1161,0.9609,0.986
1.596000,-0.1926,0.1112,0.9502,0.976
1.606000,-0.1935,0.1152,0.9541,0.980
1.618000,-0.2023,0.1161,0.9629,0.991
1.626000,-0.2071,0.1133,0.9570,0.986
1.637000,-0.1994,0.1201,0.9619,0.990
1.653000,-0.1926,0.1133,0.9600,0.985
1.658000,-0.1886,0.1112,0.9560,0.980
1.669000,-0.1877,0.1093,0.9649,0.988
1.704000,-0.1945,0.1054,0.9532,0.979
1.706000,-0.1984,0.1073,0.9453,0.972
1.706000,-0.2023,0.1161,0.9649,0.993
1.717000,-0.2003,0.1191,0.9658,0.993
1.726000,-0.1954,0.1152,0.9678,0.994
1.736000,-0.1984,0.1230,0.9649,0.992
1.748000,-0.1896,0.1142,0.9688,0.993
1.756000,-0.1935,0.1201,0.9746,1.000
1.772000,-0.1886,0.1161,0.9668,0.991
1.780000,-0.1828,0.1064,0.9668,0.989
1.792000,-0.1789,0.1073,0.9639,0.985
1.802000,-0.1817,0.1073,0.9668,0.989
1.807000,-0.1926,0.1044,0.9551,0.980
1.817000,-0.2052,0.0996,0.9570,0.985
1.827000,-0.2120,0.1133,0.9678,0.998
1.839000,-0.2033,0.1250,0.9746,1.003
1.847000,-0.2033,0.1191,0.9707,0.999
1.858000,-0.1954,0.1142,0.9727,0.998
1.868000,-0.1926,0.1220,0.9717,0.997
1.884000,-0.2013,0.1191,0.9717,0.999
1.897000,-0.2052,0.1161,0.9629,0.992
1.898000,-0.2003,0.1201,0.9600,0.988
1.915000,-0.1935,0.1171,0.9668,0.992
1.931000,-0.1926,0.1142,0.9629,0.988
1.933000,-0.1866,0.1103,0.9600,0.984
1.949000,-0.1886,0.1133,0.9590,0.983
1.950000,-0.1906,0.1133,0.9619,0.987
1.962000,-0.1926,0.1112,0.9532,0.979
1.981000,-0.2003,0.1152,0.9492,0.977
1.982000,-0.2013,0.1161,0.9463,0.975
2.013000,-0.2013,0.1182,0.9551,0.983
2.014000,-0.1994,0.1122,0.9600,0.987
2.015000,-0.1994,0.1240,0.9678,0.995
2.020000,-0.1954,0.1279,0.9678,0.995
2.035000,-0.1994,0.1182,0.9600,0.988
2.037000,-0.2052,0.1122,0.9551,0.984
2.050000,-0.2062,0.1161,0.9590,0.988
2.061000,-0.2092,0.1084,0.9541,0.984
2.068000,-0.2052,0.1064,0.9590,0.987
2.107000,-0.2023,0.1103,0.9551,0.983
2.108000,-0.1984,0.1064,0.9590,0.985
2.108000,-0.1994,0.1142,0.9492,0.977
2.114000,-0.1984,0.1161,0.9639,0.991
2.118000,-0.2033,0.1161,0.9609,0.989
2.130000,-0.2023,0.1112,0.9590,0.987
2.137000,-0.2071,0.1122,0.9521,0.982
2.147000,-0.1974,0.1142,0.9521,0.979
2.166000,-0.1954,0.1133,0.9619,0.988
2.170000,-0.1935,0.1122,0.9532,0.979
2.178000,-0.1945,0.1103,0.9483,0.974
2.187000,-0.1906,0.1112,0.9600,0.985
2.198000,-0.1896,0.1220,0.9590,0.984
2.218000,-0.1954,0.1161,0.9609,0.987
2.219000,-0.2092,0.1064,0.9492,0.979
2.237000,-0.2140,0.1171,0.9532,0.985
2.240000,-0.2150,0.1210,0.9727,1.004
2.246000,-0.2101,0.1210,0.9707,1.001
2.258000,-0.1877,0.1210,0.9688,0.993
2.266000,-0.1886,0.1171,0.9649,0.989
2.276000,-0.1974,0.1152,0.9658,0.992
2.286000,-0.2043,0.1122,0.9688,0.997
2.296000,-0.1926,0.1152,0.9698,0.995
2.311000,-0.1896,0.1084,0.9658,0.990
2.318000,-0.1906,0.1084,0.9600,0.984
2.327000,-0.1926,0.1093,0.9600,0.985
2.339000,-0.2003,0.1122,0.9609,0.988
2.346000,-0.2043,0.1044,0.9560,0.984
2.357000,-0.2120,0.1142,0.9551,0.986
2.366000,-0.2160,0.1122,0.9444,0.977
2.377000,-0.2248,0.1152,0.9600,0.995
2.388000,-0.2071,0.1182,0.9707,1.000
2.396000,-0.2033,0.1112,0.9649,0.993
2.406000,-0.1886,0.1161,0.9688,0.993
2.416000,-0.1906,0.1191,0.9717,0.997
2.427000,-0.1906,0.1122,0.9649,0.989
2.446000,-0.1915,0.1133,0.9609,0.986
2.448000,-0.1866,0.1122,0.9570,0.981
2.457000,-0.1915,0.1103,0.9581,0.983
2.466000,-0.1984,0.1035,0.9541,0.981
2.477000,-0.2180,0.1112,0.9492,0.982
2.487000,-0.2169,0.1210,0.9551,0.988
2.496000,-0.2169,0.1122,0.9581,0.990
2.507000,-0.2062,0.1182,0.9795,1.008
2.516000,-0.2043,0.1191,0.9658,0.995
2.527000,-0.1945,0.1250,0.9756,1.002
2.541000,-0.1935,0.1182,0.9795,1.005
2.546000,-0.2013,0.1201,0.9698,0.998
2.557000,-0.1994,0.1133,0.9600,0.987
2.569000,-0.1974,0.1122,0.9668,0.993
2.576000,-0.1974,0.1122,0.9570,0.984
2.587000,-0.2033,0.1024,0.9532,0.981
2.596000,-0.2023,0.1142,0.9619,0.990
2.606000,-0.2043,0.1122,0.9629,0.991
2.623000,-0.2013,0.1093,0.9532,0.981
2.627000,-0.2013,0.1133,0.9629,0.990
2.639000,-0.2023,0.1142,0.9600,0.988
2.646000,-0.1915,0.1182,0.9668,0.992
2.657000,-0.1926,0.1191,0.9639,0.989
2.668000,-0.1964,0.1191,0.9560,0.983
2.677000,-0.2140,0.1133,0.9521,0.984
2.688000,-0.2169,0.1122,0.9463,0.979
2.700000,-0.2189,0.1133,0.9532,0.986
2.706000,-0.2111,0.1182,0.9590,0.990
2.717000,-0.2003,0.1142,0.9639,0.991
2.726000,-0.1915,0.1133,0.9688,0.993
2.741000,-0.1896,0.1152,0.9756,1.000
2.747000,-0.1886,0.1142,0.9668,0.991
2.757000,-0.1954,0.1073,0.9619,0.988
2.767000,-0.1954,0.1152,0.9600,0.986
2.776000,-0.1896,0.1142,0.9551,0.980
2.786000,-0.1906,0.1122,0.9600,0.985
2.797000,-0.1926,0.1171,0.9649,0.990
2.806000,-0.1886,0.1182,0.9658,0.990
2.817000,-0.1964,0.1171,0.9581,0.985
2.826000,-0.2062,0.1201,0.9502,0.980
2.846000,-0.2052,0.1191,0.9590,0.988
2.857000,-0.2062,0.1171,0.9639,0.993
2.868000,-0.2071,0.1201,0.9560,0.986
2.876000,-0.2033,0.1191,0.9560,0.985
2.886000,-0.2033,0.1152,0.9609,0.989
2.897000,-0.2052,0.1171,0.9590,0.988
2.906000,-0.2023,0.1201,0.9581,0.987
2.918000,-0.2062,0.1191,0.9600,0.990
2.927000,-0.2092,0.1230,0.9678,0.998
2.936000,-0.2071,0.1230,0.9600,0.990
2.947000,-0.2043,0.1210,0.9600,0.989
2.956000,-0.2082,0.1182,0.9707,1.000
2.966000,-0.2023,0.1171,0.9560,0.984
2.981000,-0.2003,0.1171,0.9581,0.986
2.986000,-0.2003,0.1122,0.9590,0.986
2.997000,-0.2013,0.1122,0.9581,0.986
3.006000,-0.2033,0.1133,0.9551,0.984
3.017000,-0.1984,0.1171,0.9619,0.989
3.028000,-0.2052,0.1269,0.9600,0.990
3.036000,-0.2023,0.1220,0.9619,0.991
3.047000,-0.2023,0.1191,0.9649,0.993
3.056000,-0.2092,0.1259,0.9590,0.990
3.067000,-0.2033,0.1133,0.9609,0.989
3.078000,-0.1974,0.1152,0.9521,0.979
3.086000,-0.1915,0.1182,0.9581,0.984
3.097000,-0.1984,0.1191,0.9512,0.979
3.106000,-0.2033,0.1191,0.9581,0.987
3.117000,-0.1964,0.1171,0.9600,0.987
3.132000,-0.1926,0.1112,0.9532,0.979
3.137000,-0.1994,0.1161,0.9581,0.986
3.147000,-0.1954,0.1161,0.9463,0.973
3.161000,-0.2043,0.1103,0.9492,0.978
3.167000,-0.2033,0.1133,0.9512,0.980
3.178000,-0.2082,0.1240,0.9512,0.982
3.186000,-0.2052,0.1182,0.9619,0.991
3.197000,-0.2062,0.1161,0.9521,0.982
3.215000,-0.1994,0.1182,0.9600,0.988
3.217000,-0.2043,0.1191,0.9570,0.986
3.234000,-0.2043,0.1259,0.9590,0.989
3.237000,-0.1945,0.1152,0.9590,0.985
3.247000,-0.1974,0.1112,0.9619,0.988
3.260000,-0.2003,0.1161,0.9560,0.984
3.266000,-0.2043,0.1210,0.9512,0.981
3.277000,-0.2043,0.1250,0.9629,0.992
3.286000,-0.2033,0.1142,0.9560,0.984
3.297000,-0.2052,0.1161,0.9658,0.995
3.314000,-0.2092,0.1142,0.9502,0.981
3.317000,-0.2062,0.1152,0.9551,0.985
3.329000,-0.2101,0.1201,0.9483,0.979
3.338000,-0.2043,0.1161,0.9619,0.991
3.346000,-0.1926,0.1171,0.9570,0.983
3.358000,-0.2033,0.1182,0.9581,0.987
3.366000,-0.2071,0.1152,0.9639,0.993
3.377000,-0.2111,0.1161,0.9551,0.986
3.389000,-0.2199,0.1201,0.9600,0.993
3.396000,-0.2131,0.1191,0.9678,0.999
3.408000,-0.2052,0.1191,0.9698,0.999
3.416000,-0.2062,0.1201,0.9649,0.994
3.427000,-0.1974,0.1220,0.9619,0.989
3.444000,-0.1974,0.1171,0.9532,0.980
3.446000,-0.2003,0.1161,0.9541,0.982
3.459000,-0.1994,0.1161,0.9483,0.976
3.466000,-0.2082,0.1133,0.9551,0.985
3.477000,-0.2111,0.1142,0.9434,0.975
3.488000,-0.2257,0.1161,0.9532,0.988
3.497000,-0.2082,0.1133,0.9492,0.979
3.507000,-0.2092,0.1093,0.9492,0.979
3.516000,-0.2071,0.1318,0.9541,0.985
3.533000,-0.2120,0.1328,0.9698,1.002
3.537000,-0.2101,0.1142,0.9707,1.000
3.546000,-0.2062,0.1171,0.9688,0.998
3.557000,-0.2092,0.1210,0.9649,0.995
3.572000,-0.2101,0.1112,0.9560,0.986
3.576000,-0.1994,0.1122,0.9590,0.986
3.587000,-0.1945,0.1171,0.9590,0.985
3.596000,-0.2062,0.1054,0.9551,0.984
3.606000,-0.2199,0.0996,0.9512,0.984
3.624000,-0.2287,0.1152,0.9463,0.983
3.627000,-0.2326,0.1220,0.9532,0.991
3.641000,-0.2199,0.1171,0.9619,0.995
3.646000,-0.1994,0.1240,0.9609,0.989
3.656000,-0.1964,0.1171,0.9639,0.990
3.670000,-0.1915,0.1122,0.9590,0.984
3.676000,-0.1974,0.1201,0.9658,0.993
3.688000,-0.2052,0.1152,0.9600,0.989
3.696000,-0.2043,0.1073,0.9590,0.987
3.706000,-0.2033,0.1122,0.9541,0.982
3.723000,-0.2131,0.1133,0.9532,0.984
3.741000,-0.2101,0.1161,0.9560,0.987
3.742000,-0.2131,0.1191,0.9560,0.988
3.747000,-0.2131,0.1152,0.9600,0.991
3.756000,-0.2082,0.1133,0.9551,0.985
3.768000,-0.2101,0.1210,0.9649,0.995
3.777000,-0.2082,0.1220,0.9658,0.996
3.787000,-0.2101,0.1152,0.9678,0.998
3.799000,-0.2023,0.1161,0.9649,0.993
3.807000,-0.1954,0.1112,0.9698,0.995
3.817000,-0.2033,0.1073,0.9629,0.991
3.826000,-0.1964,0.1112,0.9570,0.983
3.838000,-0.2003,0.1084,0.9619,0.989
3.849000,-0.2033,0.1035,0.9570,0.985
3.856000,-0.2003,0.1112,0.9532,0.981
3.867000,-0.2092,0.1133,0.9532,0.983
3.877000,-0.2052,0.1161,0.9541,0.983
3.887000,-0.2120,0.1210,0.9600,0.991
3.897000,-0.2082,0.1201,0.9658,0.996
3.906000,-0.2043,0.1191,0.9541,0.983
3.919000,-0.2033,0.1210,0.9600,0.989
3.937000,-0.2082,0.1161,0.9570,0.987
3.938000,-0.2140,0.1093,0.9502,0.982
3.949000,-0.2131,0.1152,0.9619,0.993
3.956000,-0.2150,0.1122,0.9688,1.000
3.968000,-0.1984,0.1142,0.9668,0.994
3.982000,-0.2101,0.1133,0.9619,0.992
3.986000,-0.2062,0.1122,0.9541,0.983
3.997000,-0.2140,0.1093,0.9619,0.993
4.006000,-0.2082,0.1093,0.9668,0.996
4.017000,-0.2043,0.1103,0.9581,0.986
4.035000,-0.2043,0.1122,0.9581,0.987
4.053000,-0.2052,0.1133,0.9629,0.992
4.055000,-0.2052,0.1171,0.9590,0.988
4.057000,-0.2062,0.1133,0.9678,0.996
4.068000,-0.2033,0.1152,0.9609,0.989
4.079000,-0.2082,0.1142,0.9707,1.000
4.086000,-0.2111,0.1182,0.9570,0.988
4.097000,-0.2082,0.1201,0.9649,0.995
4.106000,-0.2092,0.1142,0.9688,0.998
4.118000,-0.2150,0.1142,0.9512,0.983
4.133000,-0.2169,0.1093,0.9532,0.985
4.136000,-0.2101,0.1112,0.9444,0.975
4.147000,-0.2003,0.1182,0.9541,0.982
4.157000,-0.1984,0.1182,0.9541,0.982
4.166000,-0.2082,0.1152,0.9581,0.988
4.177000,-0.2101,0.1122,0.9560,0.986
4.186000,-0.2092,0.1171,0.9463,0.977
4.197000,-0.2033,0.1191,0.9581,0.987
4.215000,-0.2131,0.1103,0.9560,0.987
4.217000,-0.2092,0.1142,0.9472,0.978
4.228000,-0.2033,0.1171,0.9619,0.990
4.237000,-0.2003,0.1230,0.9590,0.987
4.247000,-0.2120,0.1084,0.9512,0.982
4.260000,-0.2140,0.1171,0.9502,0.982
4.266000,-0.2199,0.1250,0.9717,1.005
4.277000,-0.2150,0.1210,0.9698,1.001
4.287000,-0.2003,0.1230,0.9649,0.993
4.296000,-0.1984,0.1122,0.9649,0.992
4.313000,-0.2043,0.1122,0.9463,0.975
4.319000,-0.2062,0.1161,0.9590,0.988
4.328000,-0.2013,0.1210,0.9688,0.997
4.337000,-0.2023,0.1122,0.9609,0.989
4.346000,-0.2052,0.1084,0.9502,0.979
4.358000,-0.2208,0.1133,0.9444,0.978
4.366000,-0.2229,0.1191,0.9560,0.990
4.376000,-0.2169,0.1191,0.9639,0.996
4.389000,-0.2071,0.1171,0.9619,0.991
4.396000,-0.2003,0.1250,0.9541,0.983
4.409000,-0.1964,0.1230,0.9609,0.988
4.417000,-0.1994,0.1240,0.9639,0.992
4.431000,-0.2092,0.1152,0.9521,0.983
4.440000,-0.2082,0.1122,0.9570,0.987
4.447000,-0.2043,0.1191,0.9521,0.981
4.457000,-0.2062,0.1161,0.9590,0.988
4.467000,-0.2052,0.1112,0.9600,0.989
4.476000,-0.2013,0.1161,0.9590,0.987
4.488000,-0.1926,0.1142,0.9639,0.989
4.497000,-0.1964,0.1161,0.9581,0.985
4.507000,-0.2082,0.1112,0.9423,0.973
4.517000,-0.2238,0.1152,0.9453,0.980
4.530000,-0.2394,0.1133,0.9395,0.979
4.540000,-0.2306,0.1259,0.9551,0.992
4.547000,-0.2043,0.1269,0.9658,0.995
4.556000,-0.1926,0.1171,0.9658,0.991
4.570000,-0.1945,0.1220,0.9600,0.987
4.576000,-0.1926,0.1210,0.9639,0.990
4.590000,-0.1984,0.1201,0.9619,0.989
4.597000,-0.2101,0.1112,0.9658,0.996
4.607000,-0.2101,0.1152,0.9472,0.978
4.628000,-0.2092,0.1182,0.9512,0.982
4.634000,-0.2043,0.1142,0.9453,0.975
4.640000,-0.2062,0.1103,0.9492,0.979
4.647000,-0.1994,0.1152,0.9483,0.976
4.657000,-0.2003,0.1152,0.9404,0.969
4.668000,-0.2140,0.1152,0.9463,0.978
4.677000,-0.2248,0.1230,0.9472,0.983
4.687000,-0.2189,0.1289,0.9609,0.995
4.697000,-0.2248,0.1182,0.9649,0.999
4.706000,-0.2150,0.1152,0.9590,0.991
4.723000,-0.2062,0.1201,0.9581,0.988
4.732000,-0.1945,0.1112,0.9658,0.991
4.737000,-0.1994,0.1073,0.9688,0.995
4.747000,-0.1935,0.1122,0.9649,0.990
4.756000,-0.1896,0.1133,0.9619,0.986
4.767000,-0.1994,0.1152,0.9609,0.988
4.779000,-0.1994,0.1103,0.9532,0.980
4.788000,-0.2150,0.1133,0.9570,0.989
4.799000,-0.2238,0.1152,0.9600,0.994
4.806000,-0.2140,0.1171,0.9570,0.989
4.820000,-0.2199,0.1210,0.9551,0.989
4.826000,-0.2033,0.1220,0.9658,0.994
4.847000,-0.1994,0.1220,0.9639,0.992
4.849000,-0.1945,0.1210,0.9727,0.999
4.857000,-0.1866,0.1240,0.9649,0.989
4.867000,-0.1945,0.1220,0.9609,0.987
4.878000,-0.2023,0.1201,0.9590,0.988
4.887000,-0.1935,0.1201,0.9609,0.987
4.897000,-0.1896,0.1269,0.9600,0.986
4.906000,-0.1817,0.1142,0.9766,0.999
4.917000,-0.1700,0.1220,0.9844,1.004
4.927000,-0.1622,0.1259,0.9971,1.015
4.937000,-0.1740,0.0937,0.9600,0.979
4.954000,-0.2483,0.0634,0.8887,0.932
4.957000,-0.3245,0.0732,0.8456,0.922
4.966000,-0.3371,0.0976,0.8808,0.960
4.977000,-0.3450,0.1328,0.8974,0.981
4.989000,-0.3606,0.1366,0.9131,1.002
4.998000,-0.3333,0.1377,0.9590,1.033
5.007000,-0.3049,0.1426,0.9678,1.031
5.017000,-0.2590,0.1377,0.9961,1.041
5.036000,-0.2297,0.1366,1.0079,1.043
5.048000,-0.2131,0.1464,1.0322,1.063
5.048000,-0.1896,0.1426,1.0382,1.062
5.057000,-0.1573,0.1269,1.0147,1.031
5.067000,-0.1661,0.1035,0.9678,0.985
5.078000,-0.2013,0.0604,0.9082,0.936
5.086000,-0.2003,0.0732,0.9111,0.938
5.097000,-0.2131,0.1142,0.9120,0.945
5.106000,-0.2532,0.1298,0.9141,0.961
5.116000,-0.2658,0.1504,0.9160,0.970
5.133000,-0.2521,0.1436,0.9238,0.971
5.142000,-0.1906,0.1406,0.9551,0.982
5.154000,-0.1808,0.1415,0.9472,0.972
5.156000,-0.1789,0.1269,0.9316,0.956
5.167000,-0.1603,0.1250,0.9258,0.945
5.182000,-0.1603,0.1230,0.9004,0.920
5.193000,-0.1710,0.1084,0.9101,0.931
5.199000,-0.2511,0.0391,0.8789,0.924
5.209000,-0.3459,-0.0117,0.8447,0.932
5.216000,-0.3235,0.0244,0.8281,0.905
5.227000,-0.2248,0.0996,0.8847,0.922
5.237000,-0.2169,0.1523,0.9101,0.948
5.248000,-0.2120,0.1504,0.9287,0.964
5.271000,-0.1915,0.1396,0.9278,0.956
5.272000,-0.1749,0.1455,0.9472,0.971
5.280000,-0.1838,0.1582,0.9327,0.961
5.287000,-0.1847,0.1415,0.8994,0.928
5.299000,-0.1769,0.1220,0.8691,0.895
5.312000,-0.1769,0.0966,0.8486,0.873
5.317000,-0.1945,0.0702,0.8202,0.850
5.328000,-0.1838,0.0507,0.7704,0.799
5.337000,-0.1319,0.0458,0.7040,0.720
5.348000,-0.0978,0.0303,0.6043,0.615
5.359000,-0.1123,0.0214,0.5388,0.557
5.367000,-0.0792,0.0966,0.6746,0.680
5.378000,-0.0371,0.2178,0.8466,0.859
5.389000,0.0293,0.3185,0.9570,0.985
5.397000,0.1084,0.3243,0.8936,0.925
5.407000,0.1602,0.2862,0.8281,0.856
5.416000,0.1045,0.2481,0.7890,0.804
5.436000,-0.0196,0.2305,0.8358,0.849
5.437000,-0.1358,0.2549,0.7841,0.826
5.447000,-0.2169,0.2833,0.7890,0.862
5.458000,-0.2991,0.3429,0.8134,0.931
5.467000,-0.3205,0.4054,0.8447,0.988
5.477000,-0.2786,0.4299,0.9004,1.029
5.488000,-0.2013,0.4328,0.9444,1.046
5.496000,-0.1769,0.4474,0.9737,1.072
5.506000,-0.1700,0.4621,0.9893,1.090
5.517000,-0.1368,0.4621,1.0020,1.094
5.534000,-0.1123,0.4533,0.9863,1.072
5.537000,-0.1134,0.4533,0.9658,1.054
5.547000,-0.1573,0.4729,0.9365,1.044
5.560000,-0.2346,0.5412,0.8906,1.055
5.567000,-0.2462,0.5530,0.8798,1.055
5.577000,-0.2786,0.5540,0.8603,1.050
5.587000,-0.2727,0.5393,0.8486,1.031
